 VARIABLES = "X",  "Y"
 ZONE N=          60 , E=          88 , F=FEPOINT, ET=TRIANGLE
        1.0000000000       -0.1570790000
        0.0000000000       -0.1570790000
        1.0000000000        0.1570790000
        0.0000000000        0.1570790000
        0.9090909091       -0.1570790000
        0.8181818182       -0.1570790000
        0.7272727273       -0.1570790000
        0.6363636364       -0.1570790000
        0.5454545455       -0.1570790000
        0.4545454545       -0.1570790000
        0.3636363636       -0.1570790000
        0.2727272727       -0.1570790000
        0.1818181818       -0.1570790000
        0.0909090909       -0.1570790000
        1.0000000000        0.0785395000
        1.0000000000       -0.0000000000
        1.0000000000       -0.0785395000
        0.0909090909        0.1570790000
        0.1818181818        0.1570790000
        0.2727272727        0.1570790000
        0.3636363636        0.1570790000
        0.4545454545        0.1570790000
        0.5454545455        0.1570790000
        0.6363636364        0.1570790000
        0.7272727273        0.1570790000
        0.8181818182        0.1570790000
        0.9090909091        0.1570790000
        0.0000000000       -0.0785395000
        0.0000000000        0.0000000000
        0.0000000000        0.0785395000
        0.1486198314       -0.0888687021
        0.1478765040        0.0878065848
        0.8489628637       -0.0893720962
        0.7760947153       -0.0849545481
        0.7379918944       -0.0046786648
        0.6856055353       -0.0867061118
        0.6404703647       -0.0051828238
        0.5929410990       -0.0864540929
        0.5470892491       -0.0047165079
        0.5007555575       -0.0857324924
        0.4546116408       -0.0040482828
        0.4086797735       -0.0849039615
        0.2261455212       -0.0819479706
        0.3163528194       -0.0838913360
        0.3617267317       -0.0033174050
        0.2656102309       -0.0023638005
        0.2263627723        0.0766479499
        0.3166232444        0.0769358068
        0.4090111487        0.0761846199
        0.5011547917        0.0752781571
        0.5934556853        0.0743364800
        0.6863967926        0.0733015439
        0.7777450406        0.0708151345
        0.8499841235        0.0862171598
        0.8223597479       -0.0011825965
        0.1753722220       -0.0006372133
        0.9156784875       -0.0532783409
        0.0832580641        0.0528143800
        0.0833619815       -0.0531253769
        0.9158202693        0.0525109500
 
         2        14        28
        28        14        59
        14        31        59
        28        59        29
        56        59        31
        14        13        31
        29        59        58
        43        56        31
        59        56        58
        43        31        13
        29        58        30
        46        56        43
        58        56        32
        12        43        13
        58        18        30
        44        46        43
        56        46        47
        32        56        47
        32        18        58
        12        44        43
        30        18         4
        44        45        46
        46        48        47
        32        47        19
        19        18        32
        11        44        12
        46        45        48
        42        45        44
        48        20        47
        47        20        19
        42        44        11
        45        49        48
        45        42        41
        48        21        20
        10        42        11
        49        21        48
        45        41        49
        41        42        40
        42        10        40
        22        21        49
        41        50        49
        40        39        41
        40        10         9
        22        49        50
        39        50        41
        39        40        38
        40         9        38
        23        22        50
        51        50        39
        38        37        39
        38         9         8
        23        50        51
        37        51        39
        38        36        37
        38         8        36
        24        23        51
        52        51        37
        37        36        35
        36         8         7
        24        51        52
        37        35        52
        35        36        34
        34        36         7
        52        25        24
        35        53        52
        55        35        34
         6        34         7
        53        25        52
        55        53        35
        33        55        34
         6        33        34
        53        26        25
        55        54        53
        33        57        55
        33         6         5
        54        26        53
        60        54        55
        57        60        55
        57        33         5
        54        27        26
        60        27        54
        16        60        57
        57         5        17
        15        27        60
        16        57        17
        15        60        16
        17         5         1
        15         3        27
