       np1       np2       ns1       ns2        ne
        46        77        42       110         4
 Edge number           1
        2.111111111111112        0.157079000000000        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.222222222222223        0.157079000000000        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.333333333333334        0.157079000000000        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.444444444444445        0.157079000000000        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.555555555555556        0.157079000000000        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.666666666666667        0.157079000000000        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.777777777777777        0.157079000000000        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.888888888888890        0.157079000000000        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.000000000000000       -0.052359666666667        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.000000000000000        0.052359666666667        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.821301183657231        0.068814478843871        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.805545340100880       -0.025543397932161        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.725367533915432        0.077311609780104        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.699013807111361       -0.036573921756751        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.620906028891655        0.075277632743093        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.590628672351588       -0.040682450458908        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.512583736426996        0.072569085505375        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.483109759131366       -0.044700332788254        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.137514572268489        0.059960899475598        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.179382871105123       -0.058788891412920        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.258130365346163        0.056034927464304        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.291288005247570       -0.060236561206819        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.371662735293934        0.056449176523919        9.090909090909093        0.000000000000000        0.000000000000000        9.090909090909093         0
        1.403572001864342       -0.058993443091207        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.484011444776045        0.058146690315529        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.515694682333806       -0.057048716741123        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.596091340419295        0.060187558525703        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.627753380349672       -0.054915715197173        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.708082968318586        0.062303073888881        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.739797869676407       -0.052739706774052        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.820017632998602        0.064407256762004        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.851814731318828       -0.050586145321070        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.931844950202452        0.066433351527663        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.963671466242589       -0.048562517778051        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.043312381529573        0.068203651323891        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.074848415733173       -0.047004795501613        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.153392210224240        0.069046891300806        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.408868066949276        0.066705709510558        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.333097758793024        0.043083024637777        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.257636133314419        0.066016957428966        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.382090141822642       -0.051388343687682        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.183585791678315       -0.046959021454479        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.285304359629809       -0.050677142047894        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        2.898936294894494        0.004917724278417        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
        1.086988497990510       -0.047210918698446        9.090909090909092        0.000000000000000        0.000000000000000        9.090909090909092         0
