x,y,Density,Momentum_x,Momentum_y,Energy,Grid_Velocity_x,Grid_Velocity_y,Pressure,Temperature,Mach,C<sub>p</sub>,Roe_Dissipation,
-0.149999,1e-06,1.22183,61.968,-4.75223e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530482,0,
-0.149999,0.000914877,1.22183,61.968,7.78225e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530501,0,
-0.149999,0.00182875,1.22183,61.968,4.15075e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530506,0,
-0.149999,0.00274263,1.22183,61.968,1.84176e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530513,0,
-0.149999,0.00365651,1.22183,61.968,-1.51709e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530517,0,
-0.149999,0.00457039,1.22183,61.968,-2.50951e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530514,0,
-0.149999,0.00548426,1.22183,61.968,-8.79706e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530509,0,
-0.149999,0.00639814,1.22183,61.968,1.73875e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530512,0,
-0.149999,0.00731202,1.22183,61.968,2.8625e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530518,0,
-0.149999,0.0082259,1.22183,61.968,-2.73613e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530515,0,
-0.149999,0.00913977,1.22183,61.968,-4.26116e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530518,0,
-0.149999,0.0100537,1.22183,61.968,-3.6368e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530503,0,
-0.149999,0.0109675,1.22183,61.968,4.18165e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530498,0,
-0.149999,0.0118814,1.22183,61.968,4.10784e-05,253943,0,-49.3,100949,287.82,0.149124,-0.53051,0,
-0.149999,0.0127953,1.22183,61.968,2.14886e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530507,0,
-0.149999,0.0137092,1.22183,61.968,7.22225e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530509,0,
-0.149999,0.014623,1.22183,61.968,-1.04219e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530512,0,
-0.149999,0.0155369,1.22183,61.968,-4.87729e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530513,0,
-0.149999,0.0164508,1.22183,61.968,5.99935e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530512,0,
-0.149999,0.0173647,1.22183,61.968,3.9187e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530509,0,
-0.149999,0.0182785,1.22183,61.968,5.90979e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530506,0,
-0.149999,0.0191924,1.22183,61.968,1.53399e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530512,0,
-0.149999,0.0201063,1.22183,61.968,-1.00278e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530502,0,
-0.149999,0.0210202,1.22183,61.968,-1.43623e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530505,0,
-0.149999,0.0219341,1.22183,61.968,-2.36191e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530508,0,
-0.149999,0.0228479,1.22183,61.968,5.90131e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530506,0,
-0.149999,0.0237618,1.22183,61.968,3.00831e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530503,0,
-0.149999,0.0246757,1.22183,61.968,-5.50973e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530495,0,
-0.149999,0.0255896,1.22183,61.968,-6.0794e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530493,0,
-0.149999,0.0265034,1.22183,61.968,6.17591e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530497,0,
-0.149999,0.0274173,1.22183,61.968,3.10527e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530504,0,
-0.149999,0.0283312,1.22183,61.968,4.15369e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530512,0,
-0.149999,0.0292451,1.22183,61.968,1.26076e-05,253943,0,-49.3,100949,287.82,0.149124,-0.530512,0,
-0.149999,0.030159,1.22183,61.968,-8.06986e-06,253943,0,-49.3,100949,287.82,0.149124,-0.530518,0,
