x,y,Density,Momentum_x,Momentum_y,Energy,Grid_Velocity_x,Grid_Velocity_y,Pressure,Temperature,Mach,C<sub>p</sub>,Roe_Dissipation,
-0.149999,1e-06,1.22805,45.8848,-1.10179e-05,255030,0,-30.68,101669,288.405,0.109749,0.485369,0,
-0.149999,0.000914877,1.22805,45.8847,-8.76015e-05,255030,0,-30.68,101669,288.405,0.109749,0.485386,0,
-0.149999,0.00182875,1.22805,45.8847,-5.06378e-05,255030,0,-30.68,101669,288.405,0.109749,0.48539,0,
-0.149999,0.00274263,1.22805,45.8847,-2.02502e-05,255030,0,-30.68,101669,288.405,0.109749,0.485395,0,
-0.149999,0.00365651,1.22805,45.8847,1.54921e-05,255030,0,-30.68,101669,288.405,0.109749,0.485397,0,
-0.149999,0.00457039,1.22805,45.8847,2.40227e-05,255030,0,-30.68,101669,288.405,0.109749,0.485395,0,
-0.149999,0.00548426,1.22805,45.8847,4.25828e-06,255030,0,-30.68,101669,288.405,0.109749,0.485392,0,
-0.149999,0.00639814,1.22805,45.8847,-2.33887e-05,255030,0,-30.68,101669,288.405,0.109749,0.485394,0,
-0.149999,0.00731202,1.22805,45.8847,-3.07203e-05,255030,0,-30.68,101669,288.405,0.109749,0.485399,0,
-0.149999,0.0082259,1.22805,45.8847,5.89632e-06,255030,0,-30.68,101669,288.405,0.109749,0.485397,0,
-0.149999,0.00913977,1.22805,45.8847,4.92425e-05,255030,0,-30.68,101669,288.405,0.109749,0.485398,0,
-0.149999,0.0100537,1.22805,45.8847,4.0486e-05,255030,0,-30.68,101669,288.405,0.109749,0.485386,0,
-0.149999,0.0109675,1.22805,45.8848,-5.97954e-06,255030,0,-30.68,101669,288.405,0.109749,0.485383,0,
-0.149999,0.0118814,1.22805,45.8847,-4.16117e-05,255030,0,-30.68,101669,288.405,0.109749,0.485392,0,
-0.149999,0.0127953,1.22805,45.8847,-2.39408e-05,255030,0,-30.68,101669,288.405,0.109749,0.48539,0,
-0.149999,0.0137092,1.22805,45.8847,-7.82688e-06,255030,0,-30.68,101669,288.405,0.109749,0.485392,0,
-0.149999,0.014623,1.22805,45.8847,8.97901e-06,255030,0,-30.68,101669,288.405,0.109749,0.485394,0,
-0.149999,0.0155369,1.22805,45.8847,4.49297e-06,255030,0,-30.68,101669,288.405,0.109749,0.485394,0,
-0.149999,0.0164508,1.22805,45.8847,-6.31571e-06,255030,0,-30.68,101669,288.405,0.109749,0.485394,0,
-0.149999,0.0173647,1.22805,45.8847,-6.80023e-06,255030,0,-30.68,101669,288.405,0.109749,0.485391,0,
-0.149999,0.0182785,1.22805,45.8847,-8.08042e-06,255030,0,-30.68,101669,288.405,0.109749,0.485389,0,
-0.149999,0.0191924,1.22805,45.8847,-1.77452e-06,255030,0,-30.68,101669,288.405,0.109749,0.485394,0,
-0.149999,0.0201063,1.22805,45.8847,1.15693e-05,255030,0,-30.68,101669,288.405,0.109749,0.485386,0,
-0.149999,0.0210202,1.22805,45.8848,1.96582e-05,255030,0,-30.68,101669,288.405,0.109749,0.485389,0,
-0.149999,0.0219341,1.22805,45.8847,2.42252e-05,255030,0,-30.68,101669,288.405,0.109749,0.485391,0,
-0.149999,0.0228479,1.22805,45.8847,-3.35646e-06,255030,0,-30.68,101669,288.405,0.109749,0.48539,0,
-0.149999,0.0237618,1.22805,45.8847,-1.95568e-06,255030,0,-30.68,101669,288.405,0.109749,0.485387,0,
-0.149999,0.0246757,1.22805,45.8848,5.67161e-06,255030,0,-30.68,101669,288.405,0.109749,0.485381,0,
-0.149999,0.0255896,1.22805,45.8848,5.80869e-06,255030,0,-30.68,101669,288.405,0.109749,0.48538,0,
-0.149999,0.0265034,1.22805,45.8848,-8.86589e-06,255030,0,-30.68,101669,288.405,0.109749,0.485383,0,
-0.149999,0.0274173,1.22805,45.8847,-3.60074e-05,255030,0,-30.68,101669,288.405,0.109749,0.485389,0,
-0.149999,0.0283312,1.22805,45.8847,-4.65369e-05,255030,0,-30.68,101669,288.405,0.109749,0.485394,0,
-0.149999,0.0292451,1.22805,45.8847,-1.71251e-05,255030,0,-30.68,101669,288.405,0.109749,0.485394,0,
-0.149999,0.030159,1.22805,45.8847,7.38461e-06,255030,0,-30.68,101669,288.405,0.109749,0.485399,0,
-0.149999,0.0310728,1.22805,45.8847,2.6275e-05,255030,0,-30.68,101669,288.405,0.109749,0.485391,0,
-0.149999,0.0319867,1.22805,45.8847,2.7298e-05,255030,0,-30.68,101669,288.405,0.109749,0.485394,0,
-0.149999,0.0329006,1.22805,45.8847,4.35378e-06,255030,0,-30.68,101669,288.405,0.109749,0.485395,0,
-0.149999,0.0338145,1.22805,45.8847,-1.10093e-05,255030,0,-30.68,101669,288.405,0.109749,0.48539,0,
-0.149999,0.0347283,1.22805,45.8847,-1.13508e-05,255030,0,-30.68,101669,288.405,0.109749,0.485395,0,
-0.149999,0.0356422,1.22805,45.8847,2.34843e-06,255030,0,-30.68,101669,288.405,0.109749,0.485393,0,
-0.149999,0.0365561,1.22805,45.8847,1.23952e-05,255030,0,-30.68,101669,288.405,0.109749,0.485392,0,
-0.149999,0.03747,1.22805,45.8847,6.73342e-06,255030,0,-30.68,101669,288.405,0.109749,0.485394,0,
-0.149999,0.0383838,1.22805,45.8847,-6.89012e-06,255030,0,-30.68,101669,288.405,0.109749,0.485392,0,
-0.149999,0.0392977,1.22805,45.8847,-1.29869e-05,255030,0,-30.68,101669,288.405,0.109749,0.485391,0,
-0.149999,0.0402116,1.22805,45.8847,-7.07109e-06,255030,0,-30.68,101669,288.405,0.109749,0.485397,0,
-0.149999,0.0411255,1.22805,45.8847,9.54879e-06,255030,0,-30.68,101669,288.405,0.109749,0.48539,0,
-0.149999,0.0420394,1.22805,45.8847,1.73688e-05,255030,0,-30.68,101669,288.405,0.109749,0.485395,0,
-0.149999,0.0429532,1.22805,45.8847,2.75833e-05,255030,0,-30.68,101669,288.405,0.109749,0.485395,0,
-0.149999,0.0438671,1.22805,45.8847,4.25596e-06,255030,0,-30.68,101669,288.405,0.109749,0.485392,0,
-0.149999,0.044781,1.22805,45.8847,-9.13865e-06,255030,0,-30.68,101669,288.405,0.109749,0.485391,0,
-0.149999,0.0456949,1.22805,45.8847,-7.26551e-06,255030,0,-30.68,101669,288.405,0.109749,0.485397,0,
-0.149999,0.0466087,1.22805,45.8847,7.23717e-06,255030,0,-30.68,101669,288.405,0.109749,0.485394,0,
-0.149999,0.0475226,1.22805,45.8847,2.10909e-05,255030,0,-30.68,101669,288.405,0.109749,0.485388,0,
-0.149999,0.0484365,1.22805,45.8847,1.28367e-05,255030,0,-30.68,101669,288.405,0.109749,0.485386,0,
-0.149999,0.0493504,1.22805,45.8847,9.67579e-06,255030,0,-30.68,101669,288.405,0.109749,0.485385,0,
-0.149999,0.0502643,1.22805,45.8847,3.74016e-05,255030,0,-30.68,101669,288.405,0.109749,0.485382,0,

-0.148244,1e-06,1.22805,45.8849,6.82409e-05,255031,0,-30.68,101669,288.405,0.109749,0.485593,0,
-0.148244,0.000914877,1.22805,45.8848,-7.71345e-05,255031,0,-30.68,101669,288.405,0.109749,0.485611,0,
-0.148244,0.00182875,1.22805,45.8847,-0.00014298,255031,0,-30.68,101669,288.405,0.109749,0.485607,0,
-0.148244,0.00274263,1.22805,45.8846,-0.000141221,255031,0,-30.68,101669,288.405,0.109749,0.485615,0,
-0.148244,0.00365651,1.22805,45.8846,-8.99095e-05,255031,0,-30.68,101669,288.405,0.109748,0.485614,0,
-0.148244,0.00457039,1.22805,45.8846,-5.31514e-05,255031,0,-30.68,101669,288.405,0.109749,0.485613,0,
-0.148244,0.00548426,1.22805,45.8847,-3.7469e-05,255031,0,-30.68,101669,288.405,0.109749,0.485612,0,
-0.148244,0.00639814,1.22805,45.8847,-3.77115e-05,255031,0,-30.68,101669,288.405,0.109749,0.485612,0,
-0.148244,0.00731202,1.22805,45.8846,-3.21379e-05,255031,0,-30.68,101669,288.405,0.109749,0.485611,0,
-0.148244,0.0082259,1.22805,45.8846,-1.47274e-05,255031,0,-30.68,101669,288.405,0.109749,0.485609,0,
-0.148244,0.00913977,1.22805,45.8846,1.71178e-05,255031,0,-30.68,101669,288.405,0.109749,0.485612,0,
-0.148244,0.0100537,1.22805,45.8847,4.429e-05,255031,0,-30.68,101669,288.405,0.109749,0.485612,0,
-0.148244,0.0109675,1.22805,45.8848,5.05997e-05,255031,0,-30.68,101669,288.405,0.109749,0.485611,0,
-0.148244,0.0118814,1.22805,45.8847,2.63964e-05,255031,0,-30.68,101669,288.405,0.109749,0.48561,0,
-0.148244,0.0127953,1.22805,45.8847,-2.36063e-06,255031,0,-30.68,101669,288.405,0.109749,0.485608,0,
-0.148244,0.0137092,1.22805,45.8847,-1.46728e-05,255031,0,-30.68,101669,288.405,0.109749,0.48561,0,
-0.148244,0.014623,1.22805,45.8847,-1.73029e-05,255031,0,-30.68,101669,288.405,0.109749,0.485608,0,
-0.148244,0.0155369,1.22805,45.8847,-9.81558e-06,255031,0,-30.68,101669,288.405,0.109749,0.485613,0,
-0.148244,0.0164508,1.22805,45.8847,7.41012e-07,255031,0,-30.68,101669,288.405,0.109749,0.485608,0,
-0.148244,0.0173647,1.22805,45.8847,1.14618e-06,255031,0,-30.68,101669,288.405,0.109749,0.48561,0,
-0.148244,0.0182785,1.22805,45.8847,4.86975e-06,255031,0,-30.68,101669,288.405,0.109749,0.485607,0,
-0.148244,0.0191924,1.22805,45.8846,1.28197e-05,255031,0,-30.68,101669,288.405,0.109749,0.485608,0,
-0.148244,0.0201063,1.22805,45.8846,2.69598e-05,255031,0,-30.68,101669,288.405,0.109749,0.485607,0,
