-2,1.25,1.22495,42.1421,-9.41137e-12,253998,101309,288.111,0.101104,-0.0222234,0,
-2,1.21835,1.22495,42.1421,-9.77368e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,1.21835,1.22495,42.1421,-1.62061e-09,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,1.25,1.22495,42.1421,-3.35193e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-2,1.18671,1.22495,42.1421,-9.25005e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,1.18671,1.22495,42.1421,-1.79969e-09,253998,101309,288.111,0.101104,-0.0222234,0,
-2,1.15506,1.22495,42.1421,-5.73442e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,1.15506,1.22495,42.1421,-1.60754e-09,253998,101309,288.111,0.101104,-0.0222234,0,
-2,1.12342,1.22495,42.1421,-2.4691e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,1.12342,1.22495,42.1421,-1.24736e-09,253998,101309,288.111,0.101104,-0.0222234,0,
-2,1.09177,1.22495,42.1421,-7.70652e-11,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,1.09177,1.22495,42.1421,-1.00667e-09,253998,101309,288.111,0.101104,-0.0222234,0,
-2,1.06013,1.22495,42.1421,-1.69202e-11,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,1.06013,1.22495,42.1421,-8.63386e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-2,1.02848,1.22495,42.1421,-8.26858e-12,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,1.02848,1.22495,42.1421,-7.94808e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-2,0.996835,1.22495,42.1421,-9.13134e-12,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,0.996835,1.22495,42.1421,-7.46224e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-2,0.96519,1.22495,42.1421,-8.76743e-12,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,0.96519,1.22495,42.1421,-7.04469e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-2,0.933544,1.22495,42.1421,-6.24213e-12,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,0.933544,1.22495,42.1421,-6.6144e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-2,0.901899,1.22495,42.1421,-4.58543e-12,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,0.901899,1.22495,42.1421,-6.20715e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-2,0.870253,1.22495,42.1421,-4.04284e-12,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,0.870253,1.22495,42.1421,-5.81753e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-2,0.838608,1.22495,42.1421,-4.49447e-12,253998,101309,288.111,0.101104,-0.0222234,0,
-1.94872,0.838608,1.22495,42.1421,-5.45149e-10,253998,101309,288.111,0.101104,-0.0222234,0,
-2,0.806962,1.22495,42.1421,-5.27235e-12,253998,101309,288.111,0.101104,-0.0222234,0,
