       np1       np2       ns1       ns2        ne
        70       250        66       432         4
 Edge number           1
       220       217        41
        40        39       220
       179       180        20
       180       179       181
       186       188       181
       194       198       188
       204       198       199
       204       201       202
       205       202       203
       212       203       211
       217       211        41
        41        40       220
       178       179        20
       179       186       181
       186       194       188
       194       199       198
       201       204       199
       202       201       196
       203       202       200
       203        43       211
       211        42        41
        19       178        20
       178       185       179
       185       186       179
       189       194       186
       194       190       199
       201       199       191
       201       195       196
       202       196       200
       203       200        43
       211        43        42
        18       178        19
        79       185       178
       185       189       186
       190       194       189
       190       191       199
       201       191       195
       196       195       193
       200       196        44
       200        44        43
        79       178        18
       171       185        79
       171       189       185
       187       190       189
       190       177       191
       184       195       191
       195       192       193
       196       193        44
        78        79        18
       171        79       166
       187       189       171
       190       187       177
       177       184       191
       192       195       184
       193       192        46
       193        45        44
        17        78        18
        78       166        79
       166       172       171
       187       171       172
       173       177       187
       177       176       184
       192       184       175
       192       165        46
       193        46        45
        16        78        17
        95       166        78
       162       172       166
       173       187       172
       176       177       173
       175       184       176
       192       175       165
       165        47        46
        16        95        78
       162       166        95
       172       162       154
       172       154       173
       176       173       157
       176       174       175
       165       175       170
       165        48        47
        16        96        95
       162        95       136
       162       150       154
       154       157       173
       176       157       174
       175       174       170
       170        48       165
       136        95        96
        15        96        16
       150       162       136
       150       158       154
       158       157       154
       161       174       157
       174       169       170
       170       168        48
       125       136        96
        15       125        96
       150       136       143
       153       158       150
       158       161       157
       169       174       161
       170       169       168
       168        49        48
       125       143       136
       124       125        15
       143       153       150
       153       160       158
       158       160       161
       169       161       164
       169       167       168
       168       167        49
       142       143       125
        14       124        15
       124       142       125
       149       153       143
       156       160       153
       160       164       161
       167       169       164
       167       126        49
       142       149       143
        13       124        14
       123       142       124
       149       156       153
       159       160       156
       159       164       160
       167       164       163
       126        50        49
       167       163       126
       142       141       149
       123       124        13
       141       142       123
       152       156       149
       155       159       156
       163       164       159
       126        51        50
       126       163       127
       141       152       149
       122       123        13
       141       123       135
       155       156       152
       159       155       137
       159       137       163
       127        51       126
       163       137       127
       148       152       141
        12       122        13
       122       135       123
       135       148       141
       155       152       151
       137       155       146
       127        80        51
       127       137       129
       151       152       148
        11       122        12
       121       135       122
       148       135       111
       151       146       155
       146       129       137
        80        52        51
        80       127       129
       151       148       147
        11       121       122
       111       135       121
       148       111       147
       145       146       151
       146       140       129
        53        52        80
       128        80       129
       147       145       151
       121        11       109
       111       121       110
       147       111       112
       145       140       146
       128       129       140
        53        80       128
       145       147       144
       109        11        10
       110       121       109
       111       110       112
       147       112       144
       139       140       145
       134       128       140
       117        53       128
       144       139       145
       109        10        75
       110       109       108
       102       112       110
       112       131       144
       139       134       140
       117       128       134
        54        53       117
       144       138       139
        75        10         9
       109        75       108
       102       110       108
       131       112       102
       144       131       138
       133       134       139
       120       117       134
        54       117        93
       138       133       139
        75         9        76
       108        75        76
        86       102       108
       102       101       131
       131       130       138
       133       120       134
        93       117       120
        55        54        93
       133       138       132
        76         9         8
       108        76        86
       101       102        86
       101       130       131
       130       132       138
       119       120       133
        94        93       120
        94        55        93
       132       119       133
        85        76         8
        86        76        85
       101        86        89
       100       130       101
       132       130       107
       119        94       120
        56        55        94
       132       118       119
         8        84        85
        86        85        89
       101        89       100
       100       107       130
       132       107       118
       119       116        94
        56        94       116
       118       116       119
        85        84        88
         8         7        84
        85        88        89
        89        99       100
       106       107       100
       107       114       118
        77        56       116
       116       118       115
        84        83        88
         6        84         7
        89        88        99
        99       106       100
       114       107       106
       118       114       115
       115        77       116
        57        56        77
        83        87        88
         6        83        84
        88        87        99
       106        99        98
       114       106       105
       115       114       113
       115       104        77
        58        57        77
        82        87        83
        81        83         6
        87        98        99
       106        98       105
       114       105       113
       104       115       113
        58        77       104
        81        82        83
        90        87        82
         5        81         6
        90        98        87
       105        98        97
       113       105        92
       104       113       103
       104        91        59
        81        35        82
        90        82        34
         5         1        81
        98        90        97
        92       105        97
       113        92       103
       103        91       104
       104        59        58
        82        35        34
        90        34        33
        81         1        35
        90        33        97
        97        32        92
       103        92        31
        91       103        30
        29        59        91
        97        33        32
        92        32        31
       103        31        30
        29        91        30
        29         3        59
 1d points
      1        1.000000000000000
      5        0.960000000000000
      6        0.920000000000000
      7        0.880000000000000
      8        0.840000000000000
      9        0.800000000000000
     10        0.760000000000000
     11        0.720000000000000
     12        0.680000000000000
     13        0.640000000000000
     14        0.600000000000000
     15        0.560000000000000
     16        0.520000000000000
     17        0.480000000000000
     18        0.440000000000000
     19        0.400000000000000
     20        0.360000000000000
     21        0.320000000000000
     22        0.280000000000000
     23        0.240000000000000
     24        0.200000000000000
     25        0.160000000000000
     26        0.120000000000000
     27        0.080000000000000
     28        0.040000000000000
      2        0.000000000000000
      3        1.000000000000000
     29        0.875000000000000
     30        0.750000000000000
     31        0.625000000000000
     32        0.500000000000000
     33        0.375000000000000
     34        0.250000000000000
     35        0.125000000000000
      1        0.000000000000000
      4        1.000000000000000
     36        0.960000000000000
     37        0.920000000000000
     38        0.880000000000000
     39        0.840000000000000
     40        0.800000000000000
     41        0.760000000000000
     42        0.720000000000000
     43        0.680000000000000
     44        0.640000000000000
     45        0.600000000000000
     46        0.560000000000000
     47        0.520000000000000
     48        0.480000000000000
     49        0.440000000000000
     50        0.400000000000000
     51        0.360000000000000
     52        0.320000000000000
     53        0.280000000000000
     54        0.240000000000000
     55        0.200000000000000
     56        0.160000000000000
     57        0.120000000000000
     58        0.080000000000000
     59        0.040000000000000
      3        0.000000000000000
      2        1.000000000000000
     60        0.875000000000000
     61        0.750000000000000
     62        0.625000000000000
     63        0.500000000000000
     64        0.375000000000000
     65        0.250000000000000
     66        0.125000000000000
      4        0.000000000000000
 2d points
        1.000000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.000000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        1.000000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.000000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.960000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.920000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.880000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.840000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.800000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.760000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.720000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.680000000000000       -0.157079000000000       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.640000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.600000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.560000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.520000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.480000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.440000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.400000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.360000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.320000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.280000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.240000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.200000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.160000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.120000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.080000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.040000000000000       -0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        1.000000000000000        0.117809250000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        1.000000000000000        0.078539500000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        1.000000000000000        0.039269750000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        1.000000000000000       -0.000000000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        1.000000000000000       -0.039269750000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        1.000000000000000       -0.078539500000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        1.000000000000000       -0.117809250000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.040000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.080000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.120000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.160000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.200000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.240000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.280000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.320000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.360000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.400000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.440000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.480000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.520000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.560000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.600000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.640000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.680000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.720000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.760000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.800000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.840000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.880000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.920000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.960000000000000        0.157079000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.000000000000000       -0.117809250000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.000000000000000       -0.078539500000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.000000000000000       -0.039269750000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.000000000000000        0.000000000000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.000000000000000        0.039269750000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.000000000000000        0.078539500000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.000000000000000        0.117809250000000       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.136978517304958       -0.127737842352146       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.100600692023772       -0.118009410200847       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.063988931595032       -0.126754260137037       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.034214615841469       -0.107241783270409       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.066861776167283       -0.086999435366004       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.033709465479400       -0.062334606690626       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.063986885842638        0.126787536337538       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.034170792453135        0.107208682535727       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.781155905145509       -0.132908006219643       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.812260548407452       -0.124239816647224       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.884237329529211        0.129932617418694       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.478354272269295       -0.131327285617390       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.439963600470890       -0.111862343963190       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.679444299246135        0.131179349678578       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.959719819689453       -0.132204177290788       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.964643696572124       -0.095626820288271       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.923435338081423       -0.115196332031009       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.882514240186699       -0.132166323617265       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.847548850368693       -0.110995851228396       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.814852779587003       -0.084388452280298       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.925632983024029       -0.072305342120361       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.886268391505423       -0.090819616311728       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.850834590816854       -0.066604940278009       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.966654656750765       -0.055238930479998       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.970065725627063        0.110519750160750       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.967234967014634        0.026702286507505       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.781012124234178        0.131768502051258       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.813154568336288        0.123383275743724       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.510526598956520       -0.110886325395779       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.540258749370450       -0.125361446832638       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.967247484177303       -0.014540355109491       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.926943444694253       -0.030152557100676       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.888279582844708       -0.047942973009932       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.852407374317155       -0.024340561151144       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.816438714097041       -0.043367426106161       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.781579625158527       -0.062429426601867       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.966995962313001        0.068742323482055       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.930449613600756        0.110471619033478       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.927602775194058        0.012607094502498       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.889419981465899       -0.005321675029762       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.853171259886671        0.018038855239356       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.781112040456451       -0.100662985081554       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.748622306919469       -0.123683439043393       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.747654406534716       -0.083560348263172       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.712907005214988       -0.064328262068848       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.747372205269757       -0.042298240986530       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.928040815637869        0.058123335272706       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.890071957530120        0.038506635693448       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.890048780198614        0.085064992937064       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.849244494547905        0.109060749053757       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.749385105019883        0.123606850917525       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.852860220388114        0.061831515008730       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.816230441492209        0.082139478687638       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.781819017019997        0.100044326448921       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.714449682291531       -0.109765584748090       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.679358353197660       -0.130888396131027       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.641374212091426       -0.111644050130831       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.602122206544979       -0.131241470215831       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.570272735618729       -0.110880158372004       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.602083945971767        0.131637405752635       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.641441753798886        0.111975366534792       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.714877478393368        0.109791944396016       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.678215090046700        0.087037744612737       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.817306567838863       -0.002124631032532       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.782104174670163       -0.021926253447847       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.817451906795849        0.039636238214686       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.782428555028703        0.060265578080227       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.748375073821110        0.082584368069576       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.678021713673800       -0.087404775826196       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.540538579946671       -0.086439973216341       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.642481379327461        0.064941390427158       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.782467129123021        0.019020117764307       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.747839599346903        0.040372664664718       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.713296937375106        0.063207597319178       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.642390777280054       -0.065512497788523       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.606298613689060       -0.087733904809901       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.573406087211472       -0.065131908134180       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.747517305690877       -0.001120394632839       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.712775730200236        0.020159694424187       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.677865475281178        0.042216298472895       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.712619363448140       -0.021825150178413       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.677715356367607       -0.043326363699739       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.607965237054972       -0.043432797066107       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.540746208985475       -0.043033551377238       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.677736451783771       -0.000679756079164       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.642838376202034       -0.021939032406406       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.574285542643361       -0.021733055525580       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.507430004684998       -0.021655501533831       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.642877926245728        0.020919790486160       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.608390835314251       -0.000432548295090       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.507427297143403        0.021162501641934       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.540814774782486       -0.000303213032105       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.607991629779556        0.042773024851786       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.574286588016984        0.021063967455655       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.540740105415314        0.042594640022929       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.508006575796300       -0.065100836043867       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.606317377651263        0.087680616994139       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.573398708109195        0.064828350863017       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.478328244712428        0.131649295757043       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.475094781300475       -0.087756228495402       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.570201600406410        0.111367429554996       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.540264626361787        0.125985341378689       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.540523913887454        0.086507122168181       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.510581810046753        0.111313654662439       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.439941067141880       -0.065506953334968       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.473988866387779       -0.043328362747994       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.473745513220688       -0.000235963718162       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.508005829159212        0.064906318163216       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.475068640858780        0.087825907149442       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.473975508267664        0.042994801153209       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.439912904683006        0.021316866401613       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.401729928134675       -0.131322229820640       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.369425776158807       -0.110898433635275       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.339727960377570       -0.125500838757928       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.339454261514116       -0.086438775030942       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.309797460131746       -0.111061859986712       24.999999999999996        0.000000000000000        0.000000000000000       24.999999999999996         0
        0.306658454713247       -0.065033887728819       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.439928029955233        0.065360576442522       25.000000000000004        0.000000000000000        0.000000000000000       25.000000000000004         0
        0.404856624800670       -0.087749328416179       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
        0.371906665751321       -0.065053781611766       25.000000000000000        0.000000000000000        0.000000000000000       25.000000000000000         0
