TITLE = "Visualization of the volumetric solution"
VARIABLES = "x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","C<sub>p</sub>","Roe_Dissipation"
ZONE NODES= 41, ELEMENTS= 50, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
-2.000000e+00	0.000000e+00	1.225103e+00	4.164110e+01	-3.942033e-11	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178191e-03	0.000000e+00	
-1.800889e+00	1.772866e-02	1.225103e+00	4.164110e+01	1.501536e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178338e-03	0.000000e+00	
-1.846154e+00	1.570790e-01	1.225103e+00	4.164110e+01	1.323779e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178296e-03	0.000000e+00	
-1.619440e+00	2.365584e-02	1.225103e+00	4.164110e+01	3.515475e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178431e-03	0.000000e+00	
-1.692308e+00	1.570790e-01	1.225103e+00	4.164110e+01	1.744344e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178380e-03	0.000000e+00	
-2.000000e+00	1.570790e-01	1.225103e+00	4.164110e+01	4.854209e-11	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178197e-03	0.000000e+00	
-1.538462e+00	1.570790e-01	1.225103e+00	4.164110e+01	1.717519e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178482e-03	0.000000e+00	
-1.457434e+00	1.571146e-02	1.225103e+00	4.164110e+01	3.175833e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178529e-03	0.000000e+00	
-1.384615e+00	1.570790e-01	1.225103e+00	4.164110e+01	-4.734116e-11	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178577e-03	0.000000e+00	
-1.309218e+00	-1.885795e-02	1.225103e+00	4.164110e+01	-1.085283e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178622e-03	0.000000e+00	
-1.230769e+00	1.570790e-01	1.225103e+00	4.164110e+01	-4.956432e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178676e-03	0.000000e+00	
-1.157379e+00	-2.236966e-02	1.225103e+00	4.164110e+01	-2.004852e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178710e-03	0.000000e+00	
-1.076923e+00	1.570790e-01	1.225103e+00	4.164110e+01	3.462770e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178785e-03	0.000000e+00	
-9.999521e-01	-2.538945e-02	1.225103e+00	4.164110e+01	1.913809e-09	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178785e-03	0.000000e+00	
-9.230769e-01	1.570790e-01	1.225103e+00	4.164110e+01	3.033421e-09	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178913e-03	0.000000e+00	
-8.422964e-01	-2.287597e-02	1.225103e+00	4.164110e+01	2.994466e-09	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178823e-03	0.000000e+00	
-7.692308e-01	1.570790e-01	1.225103e+00	4.164110e+01	-1.213610e-09	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.179123e-03	0.000000e+00	
-6.955648e-01	-2.207155e-02	1.225103e+00	4.164110e+01	-8.831979e-09	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178709e-03	0.000000e+00	
-6.153846e-01	1.570790e-01	1.225103e+00	4.164110e+01	-1.743890e-08	2.540241e+05	1.013265e+05	2.881250e+02	9.988730e-02	2.179543e-03	0.000000e+00	
-5.350319e-01	-1.886970e-02	1.225103e+00	4.164110e+01	-1.658641e-08	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178296e-03	0.000000e+00	
-4.615385e-01	1.570790e-01	1.225103e+00	4.164110e+01	4.833914e-09	2.540241e+05	1.013265e+05	2.881250e+02	9.988730e-02	2.180561e-03	0.000000e+00	
-3.848369e-01	1.508200e-02	1.225103e+00	4.164111e+01	5.130513e-08	2.540240e+05	1.013265e+05	2.881250e+02	9.988732e-02	2.176557e-03	0.000000e+00	
-3.076923e-01	1.570790e-01	1.225103e+00	4.164109e+01	1.020446e-07	2.540241e+05	1.013265e+05	2.881250e+02	9.988728e-02	2.183915e-03	0.000000e+00	
-2.018919e-01	1.927565e-02	1.225103e+00	4.164112e+01	1.042369e-07	2.540240e+05	1.013265e+05	2.881250e+02	9.988735e-02	2.171403e-03	0.000000e+00	
-1.538462e-01	1.570790e-01	1.225103e+00	4.164107e+01	8.435423e-10	2.540241e+05	1.013266e+05	2.881250e+02	9.988722e-02	2.192322e-03	0.000000e+00	
0.000000e+00	0.000000e+00	1.225103e+00	4.164116e+01	-3.240229e-07	2.540240e+05	1.013265e+05	2.881251e+02	9.988746e-02	2.154628e-03	0.000000e+00	
0.000000e+00	1.570790e-01	1.225103e+00	4.164100e+01	-4.009172e-07	2.540241e+05	1.013266e+05	2.881251e+02	9.988704e-02	2.227812e-03	0.000000e+00	
-2.000000e+00	-1.570790e-01	1.225103e+00	4.164110e+01	4.854209e-11	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178197e-03	0.000000e+00	
-1.846154e+00	-1.570790e-01	1.225103e+00	4.164110e+01	1.323779e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178296e-03	0.000000e+00	
-1.692308e+00	-1.570790e-01	1.225103e+00	4.164110e+01	1.744344e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178380e-03	0.000000e+00	
-1.538462e+00	-1.570790e-01	1.225103e+00	4.164110e+01	1.717519e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178482e-03	0.000000e+00	
-1.384615e+00	-1.570790e-01	1.225103e+00	4.164110e+01	-4.734116e-11	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178577e-03	0.000000e+00	
-1.230769e+00	-1.570790e-01	1.225103e+00	4.164110e+01	-4.956432e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178676e-03	0.000000e+00	
-1.076923e+00	-1.570790e-01	1.225103e+00	4.164110e+01	3.462770e-10	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178785e-03	0.000000e+00	
-9.230769e-01	-1.570790e-01	1.225103e+00	4.164110e+01	3.033421e-09	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.178913e-03	0.000000e+00	
-7.692308e-01	-1.570790e-01	1.225103e+00	4.164110e+01	-1.213610e-09	2.540241e+05	1.013265e+05	2.881250e+02	9.988731e-02	2.179123e-03	0.000000e+00	
-6.153846e-01	-1.570790e-01	1.225103e+00	4.164110e+01	-1.743890e-08	2.540241e+05	1.013265e+05	2.881250e+02	9.988730e-02	2.179543e-03	0.000000e+00	
-4.615385e-01	-1.570790e-01	1.225103e+00	4.164110e+01	4.833914e-09	2.540241e+05	1.013265e+05	2.881250e+02	9.988730e-02	2.180561e-03	0.000000e+00	
-3.076923e-01	-1.570790e-01	1.225103e+00	4.164109e+01	1.020446e-07	2.540241e+05	1.013265e+05	2.881250e+02	9.988728e-02	2.183915e-03	0.000000e+00	
0.000000e+00	-1.570790e-01	1.225103e+00	4.164100e+01	-4.009172e-07	2.540241e+05	1.013266e+05	2.881251e+02	9.988704e-02	2.227812e-03	0.000000e+00	
-1.538462e-01	-1.570790e-01	1.225103e+00	4.164107e+01	8.435423e-10	2.540241e+05	1.013266e+05	2.881250e+02	9.988722e-02	2.192322e-03	0.000000e+00	
28	29	1	1
1	29	2	2
30	2	29	29
1	2	3	3
30	4	2	2
2	5	3	3
1	3	6	6
4	5	2	2
4	30	31	31
7	5	4	4
4	31	8	8
4	8	7	7
8	31	32	32
8	9	7	7
10	8	32	32
8	10	9	9
33	10	32	32
10	11	9	9
33	12	10	10
12	11	10	10
34	12	33	33
12	13	11	11
34	14	12	12
14	13	12	12
35	14	34	34
14	15	13	13
16	14	35	35
14	16	15	15
36	16	35	35
16	17	15	15
36	18	16	16
18	17	16	16
37	18	36	36
18	19	17	17
37	20	18	18
20	19	18	18
38	20	37	37
20	21	19	19
38	22	20	20
22	21	20	20
39	22	38	38
22	23	21	21
39	24	22	22
24	23	22	22
41	24	39	39
24	25	23	23
26	24	41	41
26	25	24	24
26	41	40	40
26	27	25	25
