-2,1.25,1.22499,42.0372,-1.27221e-11,254004,101313,288.114,0.100849,-0.0170874,0,
-2,1.21835,1.22499,42.0372,-2.31015e-09,254004,101313,288.114,0.100849,-0.0170874,0,
-1.94872,1.21835,1.22499,42.0372,-4.05647e-09,254004,101313,288.114,0.100849,-0.0170874,0,
-1.94872,1.25,1.22499,42.0372,-3.67543e-10,254004,101313,288.114,0.100849,-0.0170874,0,
-2,1.18671,1.22499,42.0372,-2.19247e-09,254004,101313,288.114,0.100849,-0.0170874,0,
-1.94872,1.18671,1.22499,42.0372,-5.13215e-09,254004,101313,288.114,0.100849,-0.0170874,0,
-2,1.15506,1.22499,42.0372,-1.37001e-09,254004,101313,288.114,0.100849,-0.0170874,0,
-1.94872,1.15506,1.22499,42.0372,-5.33583e-09,254004,101313,288.114,0.100849,-0.0170874,0,
-2,1.12342,1.22499,42.0372,-6.05997e-10,254004,101313,288.114,0.100849,-0.0170874,0,
-1.94872,1.12342,1.22499,42.0372,-5.1353e-09,254004,101313,288.114,0.100849,-0.0170874,0,
-2,1.09177,1.22499,42.0372,-2.09988e-10,254004,101313,288.114,0.100849,-0.0170874,0,
-1.94872,1.09177,1.22499,42.0372,-5.20149e-09,254004,101313,288.114,0.100849,-0.0170874,0,
-2,1.06013,1.22499,42.0372,-7.19953e-11,254004,101313,288.114,0.100849,-0.0170874,0,
-1.94872,1.06013,1.22499,42.0372,-5.47575e-09,254004,101313,288.114,0.100849,-0.0170874,0,
-2,1.02848,1.22499,42.0372,-5.54728e-11,254004,101313,288.114,0.100849,-0.0170874,0,
-1.94872,1.02848,1.22499,42.0372,-5.90285e-09,254004,101313,288.114,0.100849,-0.0170874,0,
-2,0.996835,1.22499,42.0372,-6.22503e-11,254004,101313,288.114,0.100849,-0.0170874,0,
-1.94872,0.996835,1.22499,42.0372,-6.35019e-09,254004,101313,288.114,0.100849,-0.0170874,0,
-2,0.96519,1.22499,42.0372,-6.67507e-11,254004,101313,288.114,0.100849,-0.0170874,0,
