TITLE = "SU2 Simulation"
VARIABLES = "Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.71268712e+00, -1.24054664e+00, -1.39100086e+01, 1.72775265e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0008426333
           1, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.96196932e+00, -1.49379891e+00, -3.56806878e+00, 1.47947154e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0017550833
           2, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.97788376e+00, -1.45245103e+00, -2.34788270e+00, 1.48287165e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0025521833
           3, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.92427815e+00, -1.37495085e+00, -2.07834006e+00, 1.54585432e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0033483167
           4, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.90815812e+00, -1.35052874e+00, -1.93009083e+00, 1.56549089e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0042071000
           5, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.90970574e+00, -1.34746839e+00, -1.83084134e+00, 1.56572286e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0050024833
           6, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.91680212e+00, -1.35216091e+00, -1.75809265e+00, 1.55953761e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0058250167
           7, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.92575533e+00, -1.36012277e+00, -1.70184074e+00, 1.55103736e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0066229333
           8, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.93581684e+00, -1.36990963e+00, -1.65678412e+00, 1.54119911e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0074082500
           9, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.94672520e+00, -1.38086772e+00, -1.61979716e+00, 1.53039323e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0082050833
          10, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.95809932e+00, -1.39242408e+00, -1.58887715e+00, 1.51905798e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0090178500
          11, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.96941922e+00, -1.40394261e+00, -1.56265329e+00, 1.50775228e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0098422667
          12, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.98013975e+00, -1.41479923e+00, -1.54014269e+00, 1.49704762e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0106656667
          13, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.98982327e+00, -1.42451408e+00, -1.52061826e+00, 1.48739370e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0114702667
          14, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.99823591e+00, -1.43284754e+00, -1.50352887e+00, 1.47902321e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0122930167
          15, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.00537221e+00, -1.43981909e+00, -1.48844936e+00, 1.47193220e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0130884167
          16, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.01140468e+00, -1.44565151e+00, -1.47504679e+00, 1.46593678e+00, 0.00000000e+00, 5.0000000000, 6.0000000000, 0.0139045833
