x,y,Density,Momentum_x,Momentum_y,Energy,Grid_Velocity_x,Grid_Velocity_y,Pressure,Temperature,Mach,C<sub>p</sub>,Roe_Dissipation,
-0.149999,1e-06,1.22808,45.8139,6.34911e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.000914877,1.22808,45.8139,4.78098e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.00182875,1.22808,45.8139,2.78316e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.00274263,1.22808,45.8139,1.12985e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.00365651,1.22808,45.8139,-8.09767e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.00457039,1.22808,45.8139,-1.27593e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.00548426,1.22808,45.8139,-2.19133e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.00639814,1.22808,45.8139,1.25324e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.00731202,1.22808,45.8139,1.61916e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0082259,1.22808,45.8139,-3.99042e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.00913977,1.22808,45.8139,-2.78641e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0100537,1.22808,45.8139,-2.29539e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0109675,1.22808,45.8139,2.60922e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0118814,1.22808,45.8139,2.22553e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0127953,1.22808,45.8139,1.27506e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0137092,1.22808,45.8139,4.20154e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.014623,1.22808,45.8139,-4.63114e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0155369,1.22808,45.8139,-1.96607e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0164508,1.22808,45.8139,3.97258e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0173647,1.22808,45.8139,4.18837e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0182785,1.22808,45.8139,4.81698e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0191924,1.22808,45.8139,1.32796e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0201063,1.22808,45.8139,-6.03338e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0210202,1.22808,45.8139,-1.05341e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0219341,1.22808,45.8139,-1.366e-08,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
-0.149999,0.0228479,1.22808,45.8139,1.51216e-09,255034,0,-30.68,101672,288.407,0.109577,0.48906,0,
