 VARIABLES = "X",  "Y"
 ZONE N=         101 , E=         160 , F=FEPOINT, ET=TRIANGLE
        1.0000000000       -0.1570790000
        0.0000000000       -0.1570790000
        1.0000000000        0.1570790000
        0.0000000000        0.1570790000
        0.9333333333       -0.1570790000
        0.8666666667       -0.1570790000
        0.8000000000       -0.1570790000
        0.7333333333       -0.1570790000
        0.6666666667       -0.1570790000
        0.6000000000       -0.1570790000
        0.5333333333       -0.1570790000
        0.4666666667       -0.1570790000
        0.4000000000       -0.1570790000
        0.3333333333       -0.1570790000
        0.2666666667       -0.1570790000
        0.2000000000       -0.1570790000
        0.1333333333       -0.1570790000
        0.0666666667       -0.1570790000
        1.0000000000        0.0942474000
        1.0000000000        0.0314158000
        1.0000000000       -0.0314158000
        1.0000000000       -0.0942474000
        0.0666666667        0.1570790000
        0.1333333333        0.1570790000
        0.2000000000        0.1570790000
        0.2666666667        0.1570790000
        0.3333333333        0.1570790000
        0.4000000000        0.1570790000
        0.4666666667        0.1570790000
        0.5333333333        0.1570790000
        0.6000000000        0.1570790000
        0.6666666667        0.1570790000
        0.7333333333        0.1570790000
        0.8000000000        0.1570790000
        0.8666666667        0.1570790000
        0.9333333333        0.1570790000
        0.0000000000       -0.0942474000
        0.0000000000       -0.0314158000
        0.0000000000        0.0314158000
        0.0000000000        0.0942474000
        0.1654318982       -0.1180172668
        0.1074588045        0.1098460346
        0.1174302102       -0.1007324786
        0.8943122530       -0.1085130189
        0.8335188105       -0.0974289023
        0.4387739843       -0.1125936520
        0.1648890350        0.0978278853
        0.1651412499       -0.0603621806
        0.2169548007       -0.1035156568
        0.2261227249        0.1092436739
        0.2207344507        0.0452568265
        0.2754794424        0.0840642935
        0.3320279545        0.1173760258
        0.2196663121       -0.0299907818
        0.2736583646       -0.0817151865
        0.2763416429        0.0027280158
        0.3318124013       -0.1194059632
        0.3908596939       -0.0862344291
        0.3330945993       -0.0412848439
        0.4959899129        0.1171694475
        0.4485586933        0.1019940240
        0.3336439775        0.0398694709
        0.3926438972        0.0794877875
        0.3905657413       -0.0040057397
        0.4465090320        0.0297879108
        0.5000685581        0.0591255091
        0.5515977153        0.1012391999
        0.7721662735       -0.1098725499
        0.7238904505       -0.0844282477
        0.6661906394       -0.1194971928
        0.4448440555       -0.0474903625
        0.5001382714       -0.1015723715
        0.5609789893       -0.1121676521
        0.5006783075       -0.0125835210
        0.5562430492       -0.0475219938
        0.6093947969       -0.0863317410
        0.5546633193        0.0296262512
        0.6665911030       -0.0425039700
        0.6103290886       -0.0043615732
        0.6076224646        0.0796680330
        0.6655533419        0.1175627838
        0.7772228902       -0.0417861416
        0.6662183213        0.0389822246
        0.7225879616       -0.0007452362
        0.7236579423        0.0831423381
        0.7719582006        0.1094751272
        0.8944434179        0.1085106353
        0.7771309135        0.0412845301
        0.8333076626        0.0973898618
        0.8334863569       -0.0000793657
        0.8895983168       -0.0408606512
        0.8896813635        0.0407175075
        0.9441740844       -0.0000210317
        0.1689733283        0.0135326536
        0.1136607881        0.0474203321
        0.1148505707       -0.0293878619
        0.0578632007        0.0037768030
        0.0583278497        0.0803432847
        0.9428038521       -0.0786176650
        0.9428316224        0.0786002310
        0.0600549185       -0.0751435930
 
         2        18        37
        37        18       101
        18        43       101
        37       101        38
       101        43        96
        18        17        43
        38       101        97
        96        43        48
        97       101        96
        43        17        41
        38        97        39
        43        41        48
        94        96        48
        96        95        97
        41        17        16
        97        98        39
        49        48        41
        94        48        54
        94        95        96
        95        98        97
        49        41        16
        39        98        40
        48        49        54
        51        94        54
        95        94        47
        95        42        98
        15        49        16
        98        23        40
        55        54        49
        56        51        54
        47        94        51
        47        42        95
        42        23        98
        15        55        49
        40        23         4
        56        54        55
        56        52        51
        50        47        51
        47        24        42
        24        23        42
        57        55        15
        59        56        55
        51        52        50
        56        62        52
        25        47        50
        25        24        47
        14        57        15
        59        55        57
        62        56        59
        52        26        50
        52        62        53
        50        26        25
        13        57        14
        58        59        57
        59        64        62
        52        53        26
        63        53        62
        13        58        57
        59        58        64
        62        64        63
        53        27        26
        63        28        53
        58        13        46
        58        71        64
        65        63        64
        53        28        27
        61        28        63
        46        13        12
        46        71        58
        71        65        64
        61        63        65
        29        28        61
        72        46        12
        72        71        46
        74        65        71
        61        65        66
        29        61        60
        72        12        11
        74        71        72
        74        66        65
        60        61        66
        30        29        60
        73        72        11
        75        74        72
        66        74        77
        60        66        67
        30        60        67
        73        11        10
        75        72        73
        77        74        75
        67        66        77
        31        30        67
        76        73        10
        76        75        73
        79        77        75
        67        77        80
        31        67        80
        76        10        70
        79        75        76
        80        77        79
        81        31        80
        70        10         9
        78        76        70
        79        76        78
        83        80        79
        81        80        83
        32        31        81
        70         9         8
        69        78        70
        78        83        79
        81        83        85
        81        33        32
        69        70         8
        69        84        78
        84        83        78
        85        83        84
        85        33        81
        68        69         8
        82        84        69
        88        85        84
        86        33        85
         7        68         8
        68        82        69
        82        88        84
        88        86        85
        86        34        33
        45        68         7
        82        68        45
        90        88        82
        89        86        88
        89        34        86
         6        45         7
        82        45        90
        90        89        88
        89        35        34
         6        44        45
        45        91        90
        92        89        90
        87        35        89
        45        44        91
        44         6         5
        91        92        90
        87        89        92
        87        36        35
        44        99        91
        99        44         5
        91        93        92
       100        87        92
       100        36        87
        99        93        91
        99         5        22
        93       100        92
        19        36       100
        93        99        21
        22         5         1
        21        99        22
        20       100        93
        19       100        20
        19         3        36
        20        93        21
