-2,1.25,1.22498,42.0677,-4.4245e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-2,1.21835,1.22498,42.0677,-3.15726e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,1.21835,1.22498,42.0677,-5.23736e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,1.25,1.22498,42.0677,-7.01966e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-2,1.18671,1.22498,42.0677,-3.05316e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,1.18671,1.22498,42.0677,-6.13626e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,1.15506,1.22498,42.0677,-1.87742e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,1.15506,1.22498,42.0677,-5.54811e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,1.12342,1.22498,42.0677,-7.59687e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,1.12342,1.22498,42.0677,-4.31724e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,1.09177,1.22498,42.0677,-1.86673e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,1.09177,1.22498,42.0677,-3.47566e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,1.06013,1.22498,42.0677,-1.42303e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,1.06013,1.22498,42.0677,-3.01602e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,1.02848,1.22498,42.0677,-1.8627e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,1.02848,1.22498,42.0677,-2.83196e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.996835,1.22498,42.0677,-4.10479e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.996835,1.22498,42.0677,-2.71462e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.96519,1.22498,42.0677,-4.21922e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.96519,1.22498,42.0677,-2.60127e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.933544,1.22498,42.0677,-2.81466e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.933544,1.22498,42.0677,-2.47058e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.901899,1.22498,42.0677,-1.58607e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.901899,1.22498,42.0677,-2.34173e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.870253,1.22498,42.0677,-1.07709e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.870253,1.22498,42.0677,-2.22117e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.838608,1.22498,42.0677,-1.17982e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.838608,1.22498,42.0677,-2.11203e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.806962,1.22498,42.0677,-1.49832e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.806962,1.22498,42.0677,-2.00946e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.775316,1.22498,42.0677,-1.80806e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.775316,1.22498,42.0677,-1.91014e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.743671,1.22498,42.0677,-2.02398e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.743671,1.22498,42.0677,-1.81141e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.712025,1.22498,42.0677,-2.16591e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.712025,1.22498,42.0677,-1.71228e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.68038,1.22498,42.0677,-2.2682e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.68038,1.22498,42.0677,-1.61265e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.648734,1.22498,42.0677,-2.36193e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.648734,1.22498,42.0677,-1.51212e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.617089,1.22498,42.0677,-2.42387e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.617089,1.22498,42.0677,-1.4105e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.585443,1.22498,42.0677,-2.49557e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.585443,1.22498,42.0677,-1.30789e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.553797,1.22498,42.0677,-2.5149e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.553797,1.22498,42.0677,-1.20374e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.522152,1.22498,42.0677,-2.53554e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.522152,1.22498,42.0677,-1.09849e-09,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.490506,1.22498,42.0677,-2.54279e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.490506,1.22498,42.0677,-9.92058e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.458861,1.22498,42.0677,-2.54882e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.458861,1.22498,42.0677,-8.84586e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.427215,1.22498,42.0677,-2.55454e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.427215,1.22498,42.0677,-7.76305e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.39557,1.22498,42.0677,-2.51651e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.39557,1.22498,42.0677,-6.67063e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.363924,1.22498,42.0677,-2.50376e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.363924,1.22498,42.0677,-5.57504e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.332278,1.22498,42.0677,-2.4653e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.332278,1.22498,42.0677,-4.47593e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.300633,1.22498,42.0677,-2.43333e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.300633,1.22498,42.0677,-3.37788e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.268987,1.22498,42.0677,-2.40592e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.268987,1.22498,42.0677,-2.283e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.237342,1.22498,42.0677,-2.35684e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.237342,1.22498,42.0677,-1.19312e-10,254002,101312,288.113,0.100923,-0.0185784,0,
-2,0.205696,1.22498,42.0677,-2.31159e-11,254002,101312,288.113,0.100923,-0.0185784,0,
-1.94872,0.205696,1.22498,42.0677,-1.12563e-11,254002,101312,288.113,0.100923,-0.0185784,0,
