x,y,Density,Momentum_x,Momentum_y,Energy,Pressure,Temperature,Mach,C<sub>p</sub>,Roe_Dissipation,
-1.93333,-0.122172,1.22526,41.1133,3.57636e-05,254053,101345,288.14,0.0986056,0.0285978,0,
-1.93333,-0.118998,1.22526,41.1133,4.14145e-05,254053,101345,288.14,0.0986056,0.0285979,0,
-1.93333,-0.115825,1.22526,41.1133,4.77378e-05,254053,101345,288.14,0.0986055,0.028597,0,
-1.93333,-0.112652,1.22526,41.1133,5.40612e-05,254053,101345,288.14,0.0986055,0.028596,0,
-1.93333,-0.109479,1.22526,41.1133,5.90581e-05,254053,101345,288.14,0.0986055,0.0285953,0,
-1.93333,-0.106305,1.22526,41.1133,5.93266e-05,254053,101345,288.14,0.0986055,0.0285952,0,
-1.93333,-0.103132,1.22526,41.1133,5.95951e-05,254053,101345,288.14,0.0986056,0.0285952,0,
-1.93333,-0.0999587,1.22526,41.1133,5.90976e-05,254053,101345,288.14,0.0986056,0.0285947,0,
-1.93333,-0.0967854,1.22526,41.1133,5.78154e-05,254053,101345,288.14,0.0986056,0.0285939,0,
-1.93333,-0.0936121,1.22526,41.1133,5.62872e-05,254053,101345,288.14,0.0986056,0.0285932,0,
-1.93333,-0.0904389,1.22526,41.1133,5.03956e-05,254053,101345,288.14,0.0986056,0.0285929,0,
-1.93333,-0.0872656,1.22526,41.1133,4.4504e-05,254053,101345,288.14,0.0986056,0.0285925,0,
-1.93333,-0.0840923,1.22526,41.1133,3.8116e-05,254053,101345,288.14,0.0986057,0.028592,0,
-1.93333,-0.080919,1.22526,41.1133,3.04979e-05,254053,101345,288.14,0.0986057,0.028591,0,
-1.93333,-0.0777457,1.22526,41.1133,2.28798e-05,254053,101345,288.14,0.0986057,0.02859,0,
-1.93333,-0.0745724,1.22526,41.1133,1.53475e-05,254053,101345,288.14,0.0986057,0.0285897,0,
-1.93333,-0.0713991,1.22526,41.1134,7.8456e-06,254053,101345,288.14,0.0986057,0.0285897,0,
-1.93333,-0.0682258,1.22526,41.1134,4.1003e-06,254053,101345,288.14,0.0986058,0.02859,0,
-1.93333,-0.0650525,1.22526,41.1134,5.31802e-06,254053,101345,288.14,0.0986058,0.0285908,0,
-1.93333,-0.0618792,1.22526,41.1134,6.53574e-06,254053,101345,288.14,0.0986058,0.0285915,0,
-1.93333,-0.0587059,1.22526,41.1134,7.10952e-06,254053,101345,288.14,0.0986058,0.0285919,0,
-1.93333,-0.0555326,1.22526,41.1134,6.42234e-06,254053,101345,288.14,0.0986058,0.0285917,0,
-1.93333,-0.0523593,1.22526,41.1134,5.73516e-06,254053,101345,288.14,0.0986058,0.0285915,0,
-1.93333,-0.049186,1.22526,41.1134,5.04799e-06,254053,101345,288.14,0.0986058,0.0285914,0,
