 1.2172619342E-01,  7.0569360000E-02,  0.0000000000E+00,  5.8224460076E-01
 1.2363278202E-01,  7.1658169485E-02,  0.0000000000E+00,  6.1021592122E-01
 1.2568989006E-01,  7.2832937216E-02,  0.0000000000E+00,  6.4099089091E-01
 1.2788680968E-01,  7.4087548165E-02,  0.0000000000E+00,  6.7484950298E-01
 1.3021210524E-01,  7.5415471697E-02,  0.0000000000E+00,  7.1187497399E-01
 1.3265367285E-01,  7.6809795564E-02,  0.0000000000E+00,  7.5181618644E-01
 1.3519880342E-01,  7.8263261883E-02,  0.0000000000E+00,  7.9393396718E-01
 1.3783424875E-01,  7.9768304915E-02,  0.0000000000E+00,  8.3686691708E-01
 1.4054629054E-01,  8.1317090450E-02,  0.0000000000E+00,  8.7858314295E-01
 1.4332081179E-01,  8.2901556584E-02,  0.0000000000E+00,  9.1650391835E-01
 1.4614337026E-01,  8.4513455686E-02,  0.0000000000E+00,  9.4785858605E-01
 1.4899927367E-01,  8.6144397326E-02,  0.0000000000E+00,  9.7023004131E-01
 1.5187365617E-01,  8.7785891952E-02,  0.0000000000E+00,  9.8211189610E-01
 1.5475155571E-01,  8.9429395082E-02,  0.0000000000E+00,  9.8323368398E-01
 1.5761799194E-01,  9.1066351779E-02,  0.0000000000E+00,  9.7450917278E-01
 1.6045804419E-01,  9.2688241180E-02,  0.0000000000E+00,  9.5766654980E-01
 1.6325692911E-01,  9.4286620853E-02,  0.0000000000E+00,  9.3476251487E-01
 1.6600007765E-01,  9.5853170744E-02,  0.0000000000E+00,  9.0777401570E-01
 1.6867321088E-01,  9.7379736478E-02,  0.0000000000E+00,  8.7835685160E-01
 1.7126241432E-01,  9.8858371814E-02,  0.0000000000E+00,  8.4776175610E-01
 1.7375421036E-01,  1.0028138000E-01,  0.0000000000E+00,  8.1685403217E-01
 1.2178914497E-01,  7.5329550000E-02,  0.0000000000E+00,  5.8880001251E-01
 1.2366909300E-01,  7.6414764087E-02,  0.0000000000E+00,  6.1443793048E-01
 1.2569601872E-01,  7.7584822147E-02,  0.0000000000E+00,  6.4263677165E-01
 1.2786006636E-01,  7.8834034862E-02,  0.0000000000E+00,  6.7366911108E-01
 1.3015071341E-01,  8.0156328034E-02,  0.0000000000E+00,  7.0766675992E-01
 1.3255682177E-01,  8.1545272116E-02,  0.0000000000E+00,  7.4451788111E-01
 1.3506669193E-01,  8.2994113474E-02,  0.0000000000E+00,  7.8374718918E-01
 1.3766811985E-01,  8.4495807231E-02,  0.0000000000E+00,  8.2439782863E-01
 1.4034845627E-01,  8.6043051518E-02,  0.0000000000E+00,  8.6495384617E-01
 1.4309466829E-01,  8.7628322980E-02,  0.0000000000E+00,  9.0336248044E-01
 1.4589340264E-01,  8.9243913358E-02,  0.0000000000E+00,  9.3721713738E-01
 1.4873105071E-01,  9.0881966971E-02,  0.0000000000E+00,  9.6412007232E-01
 1.5159381466E-01,  9.2534518911E-02,  0.0000000000E+00,  9.8215347865E-01
 1.5446777451E-01,  9.4193533771E-02,  0.0000000000E+00,  9.9029517322E-01
 1.5733895587E-01,  9.5850944723E-02,  0.0000000000E+00,  9.8860284980E-01
 1.6019339783E-01,  9.7498692734E-02,  0.0000000000E+00,  9.7809514071E-01
 1.6301722090E-01,  9.9128765759E-02,  0.0000000000E+00,  9.6040861312E-01
 1.6579669445E-01,  1.0073323769E-01,  0.0000000000E+00,  9.3739408341E-01
 1.6851830351E-01,  1.0230430692E-01,  0.0000000000E+00,  9.1079187224E-01
 1.7116881448E-01,  1.0383433423E-01,  0.0000000000E+00,  8.8204441807E-01
 1.7373533944E-01,  1.0531588000E-01,  0.0000000000E+00,  8.5223441164E-01
 1.2200266800E-01,  7.9483580000E-02,  0.0000000000E+00,  5.9558143637E-01
 1.2386538153E-01,  8.0541202797E-02,  0.0000000000E+00,  6.1950535279E-01
 1.2587122596E-01,  8.1680093324E-02,  0.0000000000E+00,  6.4582820246E-01
 1.2801119891E-01,  8.2895140156E-02,  0.0000000000E+00,  6.7481222269E-01
 1.3027569602E-01,  8.4180890071E-02,  0.0000000000E+00,  7.0660907342E-01
 1.3265455405E-01,  8.5531572527E-02,  0.0000000000E+00,  7.4117707866E-01
 1.3513709652E-01,  8.6941125562E-02,  0.0000000000E+00,  7.7818214880E-01
 1.3771218159E-01,  8.8403222994E-02,  0.0000000000E+00,  8.1689328648E-01
 1.4036825208E-01,  8.9911302821E-02,  0.0000000000E+00,  8.5609834283E-01
 1.4309338736E-01,  9.1458596669E-02,  0.0000000000E+00,  8.9408354400E-01
 1.4587535680E-01,  9.3038160167E-02,  0.0000000000E+00,  9.2873042696E-01
 1.4870167472E-01,  9.4642904115E-02,  0.0000000000E+00,  9.5776714452E-01
 1.5155965640E-01,  9.6265626303E-02,  0.0000000000E+00,  9.7915306111E-01
 1.5443647500E-01,  9.7899043833E-02,  0.0000000000E+00,  9.9149192311E-01
 1.5731921915E-01,  9.9535825803E-02,  0.0000000000E+00,  9.9431686876E-01
 1.6019495086E-01,  1.0116862621E-01,  0.0000000000E+00,  9.8812811517E-01
 1.6305076365E-01,  1.0279011694E-01,  0.0000000000E+00,  9.7418124624E-01
 1.6587384041E-01,  1.0439302060E-01,  0.0000000000E+00,  9.5413654746E-01
 1.6865151097E-01,  1.0597014324E-01,  0.0000000000E+00,  9.2971203671E-01
 1.7137130892E-01,  1.0751440664E-01,  0.0000000000E+00,  9.0243585208E-01
 1.7402102761E-01,  1.0901888000E-01,  0.0000000000E+00,  8.7352271313E-01
 1.2215810455E-01,  8.3597410000E-02,  0.0000000000E+00,  5.9986487423E-01
 1.2400789981E-01,  8.4629682795E-02,  0.0000000000E+00,  6.2224308020E-01
 1.2599641633E-01,  8.5739368588E-02,  0.0000000000E+00,  6.4687424790E-01
 1.2811550574E-01,  8.6921920193E-02,  0.0000000000E+00,  6.7401065325E-01
 1.3035648459E-01,  8.8172491841E-02,  0.0000000000E+00,  7.0381710765E-01
 1.3271016996E-01,  8.9485959033E-02,  0.0000000000E+00,  7.3630453414E-01
 1.3516691711E-01,  9.0856939543E-02,  0.0000000000E+00,  7.7124862105E-01
 1.3771665895E-01,  9.2279815471E-02,  0.0000000000E+00,  8.0809952918E-01
 1.4034894735E-01,  9.3748756264E-02,  0.0000000000E+00,  8.4589909132E-01
 1.4305299592E-01,  9.5257742608E-02,  0.0000000000E+00,  8.8323638181E-01
 1.4581772422E-01,  9.6800591093E-02,  0.0000000000E+00,  9.1828519375E-01
 1.4863180314E-01,  9.8370979551E-02,  0.0000000000E+00,  9.4896484012E-01
 1.5148370138E-01,  9.9962472964E-02,  0.0000000000E+00,  9.7323330004E-01
 1.5436173263E-01,  1.0156854983E-01,  0.0000000000E+00,  9.8945778027E-01
 1.5725410352E-01,  1.0318262889E-01,  0.0000000000E+00,  9.9674349479E-01
 1.6014896192E-01,  1.0479809609E-01,  0.0000000000E+00,  9.9509066524E-01
 1.6303444548E-01,  1.0640833170E-01,  0.0000000000E+00,  9.8531873952E-01
 1.6589873030E-01,  1.0800673741E-01,  0.0000000000E+00,  9.6880476440E-01
 1.6873007932E-01,  1.0958676340E-01,  0.0000000000E+00,  9.4715366047E-01
 1.7151689046E-01,  1.1114193515E-01,  0.0000000000E+00,  9.2191378351E-01
 1.7424774414E-01,  1.1266588000E-01,  0.0000000000E+00,  8.9439668261E-01
 1.2237381004E-01,  8.7735000000E-02,  0.0000000000E+00,  6.0345687763E-01
 1.2421211136E-01,  8.8743713668E-02,  0.0000000000E+00,  6.2444585941E-01
 1.2618408322E-01,  8.9825775103E-02,  0.0000000000E+00,  6.4755969833E-01
 1.2828242071E-01,  9.0977175959E-02,  0.0000000000E+00,  6.7303620189E-01
 1.3049935086E-01,  9.2193651032E-02,  0.0000000000E+00,  7.0104235594E-01
 1.3282666133E-01,  9.3470694060E-02,  0.0000000000E+00,  7.3162110554E-01
 1.3525573094E-01,  9.4803574416E-02,  0.0000000000E+00,  7.6462512059E-01
 1.3777756154E-01,  9.6187354628E-02,  0.0000000000E+00,  7.9964061039E-01
 1.4038281136E-01,  9.7616908678E-02,  0.0000000000E+00,  8.3591155751E-01
 1.4306182961E-01,  9.9086940980E-02,  0.0000000000E+00,  8.7228576517E-01
 1.4580469224E-01,  1.0059200601E-01,  0.0000000000E+00,  9.0721603700E-01
 1.4860123870E-01,  1.0212652845E-01,  0.0000000000E+00,  9.3885446802E-01
 1.5144110958E-01,  1.0368482389E-01,  0.0000000000E+00,  9.6526261246E-01
 1.5431378496E-01,  1.0526111984E-01,  0.0000000000E+00,  9.8471724308E-01
 1.5720862343E-01,  1.0684957713E-01,  0.0000000000E+00,  9.9603302019E-01
 1.6011490146E-01,  1.0844431154E-01,  0.0000000000E+00,  9.9878780811E-01
 1.6302185314E-01,  1.1003941559E-01,  0.0000000000E+00,  9.9336149490E-01
 1.6591871008E-01,  1.1162898046E-01,  0.0000000000E+00,  9.8078020193E-01
 1.6879474128E-01,  1.1320711781E-01,  0.0000000000E+00,  9.6244112014E-01
 1.7163929287E-01,  1.1476798166E-01,  0.0000000000E+00,  9.3982504718E-01
 1.7444182762E-01,  1.1630579000E-01,  0.0000000000E+00,  9.1427721605E-01
 1.2257661287E-01,  9.1897720000E-02,  0.0000000000E+00,  6.0536250929E-01
 1.2440467730E-01,  9.2882463440E-02,  0.0000000000E+00,  6.2508753326E-01
 1.2636085138E-01,  9.3936217105E-02,  0.0000000000E+00,  6.4682160588E-01
 1.2843864354E-01,  9.5055484114E-02,  0.0000000000E+00,  6.7078629068E-01
 1.3063115864E-01,  9.6236550183E-02,  0.0000000000E+00,  6.9714519272E-01
 1.3293112083E-01,  9.7475495947E-02,  0.0000000000E+00,  7.2596156796E-01
 1.3533089769E-01,  9.8768209968E-02,  0.0000000000E+00,  7.5714487630E-01
 1.3782252555E-01,  1.0011040238E-01,  0.0000000000E+00,  7.9038760340E-01
