U:0,U:1,U:2,p,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
102.15,-2.8457e-09,0,186.626,1,0.42575,-2.57425,0,0.05,131
102.15,-2.84962e-09,0,186.626,1,0.429,-2.571,0,0.05,132
102.15,-2.85355e-09,0,186.626,1,0.43225,-2.56775,0,0.05,133
102.15,-2.85747e-09,0,186.626,1,0.4355,-2.5645,0,0.05,134
102.15,-2.8614e-09,0,186.626,1,0.43875,-2.56125,0,0.05,135
102.15,-2.86533e-09,0,186.626,1,0.442,-2.558,0,0.05,136
102.15,-2.86925e-09,0,186.626,1,0.44525,-2.55475,0,0.05,137
102.15,-2.87318e-09,0,186.626,1,0.4485,-2.5515,0,0.05,138
102.15,-2.8771e-09,0,186.626,1,0.45175,-2.54825,0,0.05,139
102.15,-2.88103e-09,0,186.626,1,0.455,-2.545,0,0.05,140
102.15,-2.88496e-09,0,186.626,1,0.45825,-2.54175,0,0.05,141
102.15,-2.88888e-09,0,186.626,1,0.4615,-2.5385,0,0.05,142
102.15,-2.89281e-09,0,186.626,1,0.46475,-2.53525,0,0.05,143
102.15,-2.89673e-09,0,186.626,1,0.468,-2.532,0,0.05,144
102.15,-2.90066e-09,0,186.626,1,0.47125,-2.52875,0,0.05,145
102.15,-2.90459e-09,0,186.626,1,0.4745,-2.5255,0,0.05,146
102.15,-2.90851e-09,0,186.626,1,0.47775,-2.52225,0,0.05,147
102.15,-2.91244e-09,0,186.626,1,0.481,-2.519,0,0.05,148
102.15,-2.91636e-09,0,186.626,1,0.48425,-2.51575,0,0.05,149
102.15,-2.92029e-09,0,186.626,1,0.4875,-2.5125,0,0.05,150
102.15,-2.93327e-09,0,186.626,1,0.49075,-2.50925,0,0.05,151
102.15,-2.94626e-09,0,186.626,1,0.494,-2.506,0,0.05,152
102.15,-2.95924e-09,0,186.626,1,0.49725,-2.50275,0,0.05,153
102.15,-2.97222e-09,0,186.626,1,0.5005,-2.4995,0,0.05,154
102.15,-2.9852e-09,0,186.626,1,0.50375,-2.49625,0,0.05,155
102.15,-2.99819e-09,0,186.626,1,0.507,-2.493,0,0.05,156
102.15,-3.01117e-09,0,186.626,1,0.51025,-2.48975,0,0.05,157
102.15,-3.02415e-09,0,186.626,1,0.5135,-2.4865,0,0.05,158
102.15,-3.03713e-09,0,186.626,1,0.51675,-2.48325,0,0.05,159
102.15,-3.05012e-09,0,186.626,1,0.52,-2.48,0,0.05,160
102.15,-3.0631e-09,0,186.626,1,0.52325,-2.47675,0,0.05,161
102.15,-3.07608e-09,0,186.626,1,0.5265,-2.4735,0,0.05,162
102.15,-3.08906e-09,0,186.626,1,0.52975,-2.47025,0,0.05,163
102.15,-3.10205e-09,0,186.626,1,0.533,-2.467,0,0.05,164
102.15,-3.11503e-09,0,186.626,1,0.53625,-2.46375,0,0.05,165
102.15,-3.12801e-09,0,186.626,1,0.5395,-2.4605,0,0.05,166
102.15,-3.14099e-09,0,186.626,1,0.54275,-2.45725,0,0.05,167
102.15,-3.15398e-09,0,186.626,1,0.546,-2.454,0,0.05,168
102.15,-3.16696e-09,0,186.626,1,0.54925,-2.45075,0,0.05,169
102.15,-3.17994e-09,0,186.626,1,0.5525,-2.4475,0,0.05,170
102.15,-3.19292e-09,0,186.626,1,0.55575,-2.44425,0,0.05,171
102.15,-3.20591e-09,0,186.626,1,0.559,-2.441,0,0.05,172
102.15,-3.21889e-09,0,186.626,1,0.56225,-2.43775,0,0.05,173
102.15,-3.23187e-09,0,186.626,1,0.5655,-2.4345,0,0.05,174
102.15,-3.24486e-09,0,186.626,1,0.56875,-2.43125,0,0.05,175
102.15,-3.26714e-09,0,186.626,1,0.572,-2.428,0,0.05,176
102.15,-3.28942e-09,0,186.626,1,0.57525,-2.42475,0,0.05,177
102.15,-3.3117e-09,0,186.626,1,0.5785,-2.4215,0,0.05,178
102.15,-3.33398e-09,0,186.626,1,0.58175,-2.41825,0,0.05,179
102.15,-3.35626e-09,0,186.626,1,0.585,-2.415,0,0.05,180
102.15,-3.37854e-09,0,186.626,1,0.58825,-2.41175,0,0.05,181
102.15,-3.40082e-09,0,186.626,1,0.5915,-2.4085,0,0.05,182
102.15,-3.4231e-09,0,186.626,1,0.59475,-2.40525,0,0.05,183
102.15,-3.44538e-09,0,186.626,1,0.598,-2.402,0,0.05,184
102.15,-3.46766e-09,0,186.626,1,0.60125,-2.39875,0,0.05,185
102.15,-3.48994e-09,0,186.626,1,0.6045,-2.3955,0,0.05,186
102.15,-3.51222e-09,0,186.626,1,0.60775,-2.39225,0,0.05,187
102.15,-3.5345e-09,0,186.626,1,0.611,-2.389,0,0.05,188
102.15,-3.55678e-09,0,186.626,1,0.61425,-2.38575,0,0.05,189
102.15,-3.57906e-09,0,186.626,1,0.6175,-2.3825,0,0.05,190
102.15,-3.60134e-09,0,186.626,1,0.62075,-2.37925,0,0.05,191
102.15,-3.62363e-09,0,186.626,1,0.624,-2.376,0,0.05,192
102.15,-3.64591e-09,0,186.626,1,0.62725,-2.37275,0,0.05,193
102.15,-3.66819e-09,0,186.626,1,0.6305,-2.3695,0,0.05,194
102.15,-3.69047e-09,0,186.626,1,0.63375,-2.36625,0,0.05,195
102.15,-3.71275e-09,0,186.626,1,0.637,-2.363,0,0.05,196
102.15,-3.73503e-09,0,186.626,1,0.64025,-2.35975,0,0.05,197
102.15,-3.75731e-09,0,186.626,1,0.6435,-2.3565,0,0.05,198
102.15,-3.77959e-09,0,186.626,1,0.64675,-2.35325,0,0.05,199
102.15,-3.80187e-09,0,186.626,1,0.65,-2.35,0,0.05,200
102.15,-3.8315e-09,0,186.626,1,0.65325,-2.34675,0,0.05,201
102.15,-3.86113e-09,0,186.626,1,0.6565,-2.3435,0,0.05,202
102.15,-3.89076e-09,0,186.626,1,0.65975,-2.34025,0,0.05,203
102.15,-3.92039e-09,0,186.626,1,0.663,-2.337,0,0.05,204
102.15,-3.95002e-09,0,186.626,1,0.66625,-2.33375,0,0.05,205
102.15,-3.97965e-09,0,186.626,1,0.6695,-2.3305,0,0.05,206
102.15,-4.00928e-09,0,186.626,1,0.67275,-2.32725,0,0.05,207
102.15,-4.03892e-09,0,186.626,1,0.676,-2.324,0,0.05,208
102.15,-4.06855e-09,0,186.626,1,0.67925,-2.32075,0,0.05,209
102.15,-4.09818e-09,0,186.626,1,0.6825,-2.3175,0,0.05,210
102.15,-4.12781e-09,0,186.626,1,0.68575,-2.31425,0,0.05,211
102.15,-4.15744e-09,0,186.626,1,0.689,-2.311,0,0.05,212
102.15,-4.18707e-09,0,186.626,1,0.69225,-2.30775,0,0.05,213
102.15,-4.2167e-09,0,186.626,1,0.6955,-2.3045,0,0.05,214
102.15,-4.24633e-09,0,186.626,1,0.69875,-2.30125,0,0.05,215
102.15,-4.27596e-09,0,186.626,1,0.702,-2.298,0,0.05,216
102.15,-4.30559e-09,0,186.626,1,0.70525,-2.29475,0,0.05,217
102.15,-4.33522e-09,0,186.626,1,0.7085,-2.2915,0,0.05,218
102.15,-4.36485e-09,0,186.626,1,0.71175,-2.28825,0,0.05,219
102.15,-4.39448e-09,0,186.626,1,0.715,-2.285,0,0.05,220
102.15,-4.42411e-09,0,186.626,1,0.71825,-2.28175,0,0.05,221
102.15,-4.45374e-09,0,186.626,1,0.7215,-2.2785,0,0.05,222
102.15,-4.48338e-09,0,186.626,1,0.72475,-2.27525,0,0.05,223
102.15,-4.51301e-09,0,186.626,1,0.728,-2.272,0,0.05,224
102.15,-4.54264e-09,0,186.626,1,0.73125,-2.26875,0,0.05,225
102.15,-4.57672e-09,0,186.626,1,0.7345,-2.2655,0,0.05,226
102.15,-4.6108e-09,0,186.626,1,0.73775,-2.26225,0,0.05,227
102.15,-4.64489e-09,0,186.626,1,0.741,-2.259,0,0.05,228
102.15,-4.67897e-09,0,186.626,1,0.74425,-2.25575,0,0.05,229
102.15,-4.71305e-09,0,186.626,1,0.7475,-2.2525,0,0.05,230
102.15,-4.74714e-09,0,186.626,1,0.75075,-2.24925,0,0.05,231
102.15,-4.78122e-09,0,186.626,1,0.754,-2.246,0,0.05,232
102.15,-4.8153e-09,0,186.626,1,0.75725,-2.24275,0,0.05,233
102.15,-4.84938e-09,0,186.626,1,0.7605,-2.2395,0,0.05,234
102.15,-4.88347e-09,0,186.626,1,0.76375,-2.23625,0,0.05,235
102.15,-4.91755e-09,0,186.626,1,0.767,-2.233,0,0.05,236
102.15,-4.95163e-09,0,186.626,1,0.77025,-2.22975,0,0.05,237
102.15,-4.98572e-09,0,186.626,1,0.7735,-2.2265,0,0.05,238
102.15,-5.0198e-09,0,186.626,1,0.77675,-2.22325,0,0.05,239
102.15,-5.05388e-09,0,186.626,1,0.78,-2.22,0,0.05,240
102.15,-5.08797e-09,0,186.626,1,0.78325,-2.21675,0,0.05,241
102.15,-5.12205e-09,0,186.626,1,0.7865,-2.2135,0,0.05,242
102.15,-5.15613e-09,0,186.626,1,0.78975,-2.21025,0,0.05,243
102.15,-5.19021e-09,0,186.626,1,0.793,-2.207,0,0.05,244
102.15,-5.2243e-09,0,186.626,1,0.79625,-2.20375,0,0.05,245
102.15,-5.25838e-09,0,186.626,1,0.7995,-2.2005,0,0.05,246
102.15,-5.29246e-09,0,186.626,1,0.80275,-2.19725,0,0.05,247
102.15,-5.32655e-09,0,186.626,1,0.806,-2.194,0,0.05,248
102.15,-5.36063e-09,0,186.626,1,0.80925,-2.19075,0,0.05,249
102.15,-5.39471e-09,0,186.626,1,0.8125,-2.1875,0,0.05,250
102.15,-5.43052e-09,0,186.626,1,0.81575,-2.18425,0,0.05,251
102.15,-5.46633e-09,0,186.626,1,0.819,-2.181,0,0.05,252
102.15,-5.50213e-09,0,186.626,1,0.82225,-2.17775,0,0.05,253
102.15,-5.53794e-09,0,186.626,1,0.8255,-2.1745,0,0.05,254
102.15,-5.57375e-09,0,186.626,1,0.82875,-2.17125,0,0.05,255
102.15,-5.60956e-09,0,186.626,1,0.832,-2.168,0,0.05,256
102.15,-5.64536e-09,0,186.626,1,0.83525,-2.16475,0,0.05,257
102.15,-5.68117e-09,0,186.626,1,0.8385,-2.1615,0,0.05,258
102.15,-5.71698e-09,0,186.626,1,0.84175,-2.15825,0,0.05,259
102.15,-5.75278e-09,0,186.626,1,0.845,-2.155,0,0.05,260
102.15,-5.78859e-09,0,186.626,1,0.84825,-2.15175,0,0.05,261
102.15,-5.8244e-09,0,186.626,1,0.8515,-2.1485,0,0.05,262
102.15,-5.8602e-09,0,186.626,1,0.85475,-2.14525,0,0.05,263
102.15,-5.89601e-09,0,186.626,1,0.858,-2.142,0,0.05,264
102.15,-5.93182e-09,0,186.626,1,0.86125,-2.13875,0,0.05,265
102.15,-5.96763e-09,0,186.626,1,0.8645,-2.1355,0,0.05,266
102.15,-6.00343e-09,0,186.626,1,0.86775,-2.13225,0,0.05,267
102.15,-6.03924e-09,0,186.626,1,0.871,-2.129,0,0.05,268
102.15,-6.07505e-09,0,186.626,1,0.87425,-2.12575,0,0.05,269
102.15,-6.11086e-09,0,186.626,1,0.8775,-2.1225,0,0.05,270
102.15,-6.14666e-09,0,186.626,1,0.88075,-2.11925,0,0.05,271
102.15,-6.18247e-09,0,186.626,1,0.884,-2.116,0,0.05,272
102.15,-6.21828e-09,0,186.626,1,0.88725,-2.11275,0,0.05,273
102.15,-6.25408e-09,0,186.626,1,0.8905,-2.1095,0,0.05,274
102.15,-6.28989e-09,0,186.626,1,0.89375,-2.10625,0,0.05,275
102.15,-6.32563e-09,0,186.626,1,0.897,-2.103,0,0.05,276
102.15,-6.36138e-09,0,186.626,1,0.90025,-2.09975,0,0.05,277
102.15,-6.39712e-09,0,186.626,1,0.9035,-2.0965,0,0.05,278
102.15,-6.43286e-09,0,186.626,1,0.90675,-2.09325,0,0.05,279
102.15,-6.46861e-09,0,186.626,1,0.91,-2.09,0,0.05,280
102.15,-6.50435e-09,0,186.626,1,0.91325,-2.08675,0,0.05,281
102.15,-6.54009e-09,0,186.626,1,0.9165,-2.0835,0,0.05,282
102.15,-6.57583e-09,0,186.626,1,0.91975,-2.08025,0,0.05,283
102.15,-6.61158e-09,0,186.626,1,0.923,-2.077,0,0.05,284
102.15,-6.64732e-09,0,186.626,1,0.92625,-2.07375,0,0.05,285
102.15,-6.68306e-09,0,186.626,1,0.9295,-2.0705,0,0.05,286
102.15,-6.7188e-09,0,186.626,1,0.93275,-2.06725,0,0.05,287
102.15,-6.75455e-09,0,186.626,1,0.936,-2.064,0,0.05,288
102.15,-6.79029e-09,0,186.626,1,0.93925,-2.06075,0,0.05,289
102.15,-6.82603e-09,0,186.626,1,0.9425,-2.0575,0,0.05,290
102.15,-6.86178e-09,0,186.626,1,0.94575,-2.05425,0,0.05,291
102.15,-6.89752e-09,0,186.626,1,0.949,-2.051,0,0.05,292
102.15,-6.93326e-09,0,186.626,1,0.95225,-2.04775,0,0.05,293
102.15,-6.969e-09,0,186.626,1,0.9555,-2.0445,0,0.05,294
102.15,-7.00475e-09,0,186.626,1,0.95875,-2.04125,0,0.05,295
102.15,-7.04049e-09,0,186.626,1,0.962,-2.038,0,0.05,296
102.15,-7.07623e-09,0,186.626,1,0.96525,-2.03475,0,0.05,297
102.15,-7.11197e-09,0,186.626,1,0.9685,-2.0315,0,0.05,298
102.15,-7.14772e-09,0,186.626,1,0.97175,-2.02825,0,0.05,299
102.15,-7.18346e-09,0,186.626,1,0.975,-2.025,0,0.05,300
102.15,-7.21865e-09,0,186.626,1,0.97825,-2.02175,0,0.05,301
102.15,-7.25384e-09,0,186.626,1,0.9815,-2.0185,0,0.05,302
102.15,-7.28903e-09,0,186.626,1,0.98475,-2.01525,0,0.05,303
102.15,-7.32422e-09,0,186.626,1,0.988,-2.012,0,0.05,304
102.15,-7.35941e-09,0,186.626,1,0.99125,-2.00875,0,0.05,305
102.15,-7.3946e-09,0,186.626,1,0.9945,-2.0055,0,0.05,306
102.15,-7.42979e-09,0,186.626,1,0.99775,-2.00225,0,0.05,307
102.15,-7.46498e-09,0,186.626,1,1.001,-1.999,0,0.05,308
102.15,-7.50017e-09,0,186.626,1,1.00425,-1.99575,0,0.05,309
102.15,-7.53536e-09,0,186.626,1,1.0075,-1.9925,0,0.05,310
102.15,-7.57055e-09,0,186.626,1,1.01075,-1.98925,0,0.05,311
102.15,-7.60574e-09,0,186.626,1,1.014,-1.986,0,0.05,312
102.15,-7.64093e-09,0,186.626,1,1.01725,-1.98275,0,0.05,313
102.15,-7.67612e-09,0,186.626,1,1.0205,-1.9795,0,0.05,314
102.15,-7.71131e-09,0,186.626,1,1.02375,-1.97625,0,0.05,315
102.15,-7.7465e-09,0,186.626,1,1.027,-1.973,0,0.05,316
102.15,-7.78169e-09,0,186.626,1,1.03025,-1.96975,0,0.05,317
102.15,-7.81688e-09,0,186.626,1,1.0335,-1.9665,0,0.05,318
102.15,-7.85207e-09,0,186.626,1,1.03675,-1.96325,0,0.05,319
102.15,-7.88726e-09,0,186.626,1,1.04,-1.96,0,0.05,320
102.15,-7.92245e-09,0,186.626,1,1.04325,-1.95675,0,0.05,321
102.15,-7.95764e-09,0,186.626,1,1.0465,-1.9535,0,0.05,322
102.15,-7.99283e-09,0,186.626,1,1.04975,-1.95025,0,0.05,323
102.15,-8.02802e-09,0,186.626,1,1.053,-1.947,0,0.05,324
102.15,-8.06321e-09,0,186.626,1,1.05625,-1.94375,0,0.05,325
102.15,-8.0987e-09,0,186.626,1,1.0595,-1.9405,0,0.05,326
102.15,-8.13418e-09,0,186.626,1,1.06275,-1.93725,0,0.05,327
102.15,-8.16966e-09,0,186.626,1,1.066,-1.934,0,0.05,328
102.15,-8.20515e-09,0,186.626,1,1.06925,-1.93075,0,0.05,329
102.15,-8.24063e-09,0,186.626,1,1.0725,-1.9275,0,0.05,330
102.15,-8.27611e-09,0,186.626,1,1.07575,-1.92425,0,0.05,331
102.15,-8.31159e-09,0,186.626,1,1.079,-1.921,0,0.05,332
102.15,-8.34708e-09,0,186.626,1,1.08225,-1.91775,0,0.05,333
102.15,-8.38256e-09,0,186.626,1,1.0855,-1.9145,0,0.05,334
102.15,-8.41804e-09,0,186.626,1,1.08875,-1.91125,0,0.05,335
102.15,-8.45353e-09,0,186.626,1,1.092,-1.908,0,0.05,336
102.15,-8.48901e-09,0,186.626,1,1.09525,-1.90475,0,0.05,337
102.15,-8.52449e-09,0,186.626,1,1.0985,-1.9015,0,0.05,338
102.15,-8.55997e-09,0,186.626,1,1.10175,-1.89825,0,0.05,339
102.15,-8.59546e-09,0,186.626,1,1.105,-1.895,0,0.05,340
102.15,-8.63094e-09,0,186.626,1,1.10825,-1.89175,0,0.05,341
102.15,-8.66642e-09,0,186.626,1,1.1115,-1.8885,0,0.05,342
102.15,-8.7019e-09,0,186.626,1,1.11475,-1.88525,0,0.05,343
102.15,-8.73739e-09,0,186.626,1,1.118,-1.882,0,0.05,344
102.15,-8.77287e-09,0,186.626,1,1.12125,-1.87875,0,0.05,345
102.15,-8.80835e-09,0,186.626,1,1.1245,-1.8755,0,0.05,346
102.15,-8.84384e-09,0,186.626,1,1.12775,-1.87225,0,0.05,347
102.15,-8.87932e-09,0,186.626,1,1.131,-1.869,0,0.05,348
102.15,-8.9148e-09,0,186.626,1,1.13425,-1.86575,0,0.05,349
