 $ data = curve2d
 % equalscale = true
 % boundary = true
 
       -2.0000000000       -1.2500000000
       -1.9399285637       -1.2500000000
       -2.0000000000       -1.1894878119
       -2.0000000000       -1.2500000000
 
       -1.9399285637       -1.2500000000
       -1.9248378833       -1.1989096574
       -2.0000000000       -1.1894878119
       -1.9399285637       -1.2500000000
 
       -2.0000000000       -1.1894878119
       -1.9248378833       -1.1989096574
       -1.9520677315       -1.1550776392
       -2.0000000000       -1.1894878119
 
       -1.9399285637       -1.2500000000
       -1.8798571274       -1.2500000000
       -1.9248378833       -1.1989096574
       -1.9399285637       -1.2500000000
 
       -1.9520677315       -1.1550776392
       -1.9248378833       -1.1989096574
       -1.8990629298       -1.1495061864
       -1.9520677315       -1.1550776392
 
       -2.0000000000       -1.1894878119
       -1.9520677315       -1.1550776392
       -2.0000000000       -1.1289756238
       -2.0000000000       -1.1894878119
 
       -1.9248378833       -1.1989096574
       -1.8798571274       -1.2500000000
       -1.8597809095       -1.2006337246
       -1.9248378833       -1.1989096574
 
       -1.9248378833       -1.1989096574
       -1.8597809095       -1.2006337246
       -1.8990629298       -1.1495061864
       -1.9248378833       -1.1989096574
 
       -1.9520677315       -1.1550776392
       -1.8990629298       -1.1495061864
       -1.9410647936       -1.1044652532
       -1.9520677315       -1.1550776392
 
       -2.0000000000       -1.1289756238
       -1.9520677315       -1.1550776392
       -1.9410647936       -1.1044652532
       -2.0000000000       -1.1289756238
 
       -1.8798571274       -1.2500000000
       -1.8197856911       -1.2500000000
       -1.8597809095       -1.2006337246
       -1.8798571274       -1.2500000000
 
       -1.8990629298       -1.1495061864
       -1.8597809095       -1.2006337246
       -1.8365347348       -1.1526704044
       -1.8990629298       -1.1495061864
 
       -1.8736704690       -1.0939628952
       -1.9410647936       -1.1044652532
       -1.8990629298       -1.1495061864
       -1.8736704690       -1.0939628952
 
       -2.0000000000       -1.1289756238
       -1.9410647936       -1.1044652532
       -2.0000000000       -1.0684634454
       -2.0000000000       -1.1289756238
 
       -1.8597809095       -1.2006337246
       -1.8197856911       -1.2500000000
       -1.7988333054       -1.2015426608
       -1.8597809095       -1.2006337246
 
       -1.7988333054       -1.2015426608
       -1.8365347348       -1.1526704044
       -1.8597809095       -1.2006337246
       -1.7988333054       -1.2015426608
 
       -1.8365347348       -1.1526704044
       -1.8736704690       -1.0939628952
       -1.8990629298       -1.1495061864
       -1.8365347348       -1.1526704044
 
       -1.9410647936       -1.1044652532
       -1.8736704690       -1.0939628952
       -1.9320899901       -1.0413460187
       -1.9410647936       -1.1044652532
 
       -2.0000000000       -1.0684634454
       -1.9410647936       -1.1044652532
       -1.9320899901       -1.0413460187
       -2.0000000000       -1.0684634454
 
       -1.8197856911       -1.2500000000
       -1.7597142548       -1.2500000000
       -1.7988333054       -1.2015426608
       -1.8197856911       -1.2500000000
 
       -1.7988333054       -1.2015426608
       -1.7773121659       -1.1549053408
       -1.8365347348       -1.1526704044
       -1.7988333054       -1.2015426608
 
       -1.8365347348       -1.1526704044
       -1.8098012093       -1.1136356534
       -1.8736704690       -1.0939628952
       -1.8365347348       -1.1526704044
 
       -1.9320899901       -1.0413460187
       -1.8736704690       -1.0939628952
       -1.8665292232       -1.0402550246
       -1.9320899901       -1.0413460187
 
       -2.0000000000       -1.0684634454
       -1.9320899901       -1.0413460187
       -2.0000000000       -1.0079513812
       -2.0000000000       -1.0684634454
 
       -1.7988333054       -1.2015426608
       -1.7597142548       -1.2500000000
       -1.7391710413       -1.2015598355
       -1.7988333054       -1.2015426608
 
       -1.7773121659       -1.1549053408
       -1.8098012093       -1.1136356534
       -1.8365347348       -1.1526704044
       -1.7773121659       -1.1549053408
 
       -1.7391710413       -1.2015598355
       -1.7773121659       -1.1549053408
       -1.7988333054       -1.2015426608
       -1.7391710413       -1.2015598355
 
       -1.8098012093       -1.1136356534
       -1.8047757070       -1.0632306494
       -1.8736704690       -1.0939628952
       -1.8098012093       -1.1136356534
 
       -1.8047757070       -1.0632306494
       -1.8665292232       -1.0402550246
       -1.8736704690       -1.0939628952
       -1.8047757070       -1.0632306494
 
       -1.9320899901       -1.0413460187
       -1.8665292232       -1.0402550246
       -1.8847514476       -0.9917400217
       -1.9320899901       -1.0413460187
 
       -1.9320899901       -1.0413460187
       -1.9443786533       -0.9750510367
       -2.0000000000       -1.0079513812
       -1.9320899901       -1.0413460187
 
       -1.7597142548       -1.2500000000
       -1.6996428185       -1.2500000000
       -1.7391710413       -1.2015598355
       -1.7597142548       -1.2500000000
 
       -1.7773121659       -1.1549053408
       -1.7598518479       -1.1049984044
       -1.8098012093       -1.1136356534
       -1.7773121659       -1.1549053408
 
       -1.7391710413       -1.2015598355
       -1.7195492693       -1.1519897055
       -1.7773121659       -1.1549053408
       -1.7391710413       -1.2015598355
 
       -1.7598518479       -1.1049984044
       -1.8047757070       -1.0632306494
       -1.8098012093       -1.1136356534
       -1.7598518479       -1.1049984044
 
       -1.8047757070       -1.0632306494
       -1.8257383336       -1.0060750851
       -1.8665292232       -1.0402550246
       -1.8047757070       -1.0632306494
 
       -1.8665292232       -1.0402550246
       -1.8257383336       -1.0060750851
       -1.8847514476       -0.9917400217
       -1.8665292232       -1.0402550246
 
       -1.9320899901       -1.0413460187
       -1.8847514476       -0.9917400217
       -1.9443786533       -0.9750510367
       -1.9320899901       -1.0413460187
 
       -2.0000000000       -1.0079513812
       -1.9443786533       -0.9750510367
       -2.0000000000       -0.9474401961
       -2.0000000000       -1.0079513812
 
       -1.7391710413       -1.2015598355
       -1.6996428185       -1.2500000000
       -1.6797732157       -1.2003275657
